score_event_id,hs_contact_id,old_score,new_score,changed_at,_synced_at
SCR-0006799,HS-002997,0,21,2026-01-18 21:30:27,2026-04-01 06:30:00
SCR-0006800,HS-002997,21,27,2026-02-03 12:58:07,2026-04-01 06:30:00
SCR-0006801,HS-002998,0,16,2025-11-16 21:19:48,2026-04-01 06:30:00
SCR-0006802,HS-002998,16,46,2025-11-23 15:43:04,2026-04-01 06:30:00
SCR-0006803,HS-002998,46,86,2025-11-25 20:48:27,2026-04-01 06:30:00
SCR-0006804,HS-002999,0,10,2026-02-05 08:42:55,2026-04-01 06:30:00
SCR-0006805,HS-002999,10,28,2026-02-09 10:14:57,2026-04-01 06:30:00
SCR-0006806,HS-003000,0,24,2025-11-05 17:30:00,2026-04-01 06:30:00
SCR-0006807,HS-003001,0,7,2025-10-28 03:00:36,2026-04-01 06:30:00
SCR-0006808,HS-003001,7,48,2025-11-06 07:22:29,2026-04-01 06:30:00
SCR-0006809,HS-003001,48,59,2025-11-09 02:51:13,2026-04-01 06:30:00
SCR-0006810,HS-003002,0,6,2025-10-26 16:00:34,2026-04-01 06:30:00
SCR-0006811,HS-003002,6,11,2025-11-06 05:53:56,2026-04-01 06:30:00
SCR-0006812,HS-003003,0,16,2026-03-05 22:58:06,2026-04-01 06:30:00
SCR-0006813,HS-003003,16,45,2026-03-20 21:35:53,2026-04-01 06:30:00
SCR-0006814,HS-003003,45,67,2026-03-22 03:46:34,2026-04-01 06:30:00
SCR-0006815,HS-003004,0,20,2026-03-06 07:04:23,2026-04-01 06:30:00
SCR-0006816,HS-003004,20,48,2026-03-23 07:17:30,2026-04-01 06:30:00
SCR-0006817,HS-003004,48,51,2026-03-25 15:15:45,2026-04-01 06:30:00
SCR-0006818,HS-003005,0,17,2026-02-05 06:42:44,2026-04-01 06:30:00
SCR-0006819,HS-003005,17,43,2026-02-24 12:56:45,2026-04-01 06:30:00
SCR-0006820,HS-003005,43,59,2026-02-26 11:45:17,2026-04-01 06:30:00
SCR-0006821,HS-003006,0,13,2025-08-29 14:15:40,2026-04-01 06:30:00
SCR-0006822,HS-003006,13,41,2025-09-05 12:33:29,2026-04-01 06:30:00
SCR-0006823,HS-003006,41,81,2025-09-05 21:39:21,2026-04-01 06:30:00
SCR-0006824,HS-003007,0,6,2025-12-26 15:54:34,2026-04-01 06:30:00
SCR-0006825,HS-003007,6,40,2026-01-02 08:48:54,2026-04-01 06:30:00
SCR-0006826,HS-003007,40,66,2026-01-04 14:04:20,2026-04-01 06:30:00
SCR-0006827,HS-003008,0,16,2026-01-22 12:32:04,2026-04-01 06:30:00
SCR-0006828,HS-003009,0,15,2025-11-01 19:51:13,2026-04-01 06:30:00
SCR-0006829,HS-003009,15,43,2025-11-06 01:34:39,2026-04-01 06:30:00
SCR-0006830,HS-003009,43,50,2025-11-06 19:42:54,2026-04-01 06:30:00
SCR-0006831,HS-003010,0,23,2025-08-28 18:16:01,2026-04-01 06:30:00
SCR-0006832,HS-003010,23,45,2025-08-31 17:29:07,2026-04-01 06:30:00
SCR-0006833,HS-003010,45,85,2025-09-02 18:25:53,2026-04-01 06:30:00
SCR-0006834,HS-003011,0,18,2026-01-13 02:21:39,2026-04-01 06:30:00
SCR-0006835,HS-003011,18,44,2026-01-18 22:43:22,2026-04-01 06:30:00
SCR-0006836,HS-003011,44,90,2026-01-20 21:00:28,2026-04-01 06:30:00
SCR-0006837,HS-003012,0,18,2025-11-27 07:49:30,2026-04-01 06:30:00
SCR-0006838,HS-003012,18,39,2025-12-09 17:07:49,2026-04-01 06:30:00
SCR-0006839,HS-003013,0,6,2025-10-02 09:38:45,2026-04-01 06:30:00
SCR-0006840,HS-003013,6,11,2025-10-15 19:29:25,2026-04-01 06:30:00
SCR-0006841,HS-003014,0,12,2026-02-22 00:52:05,2026-04-01 06:30:00
SCR-0006842,HS-003014,12,19,2026-03-12 07:30:29,2026-04-01 06:30:00
SCR-0006843,HS-003015,0,21,2025-12-08 03:25:41,2026-04-01 06:30:00
SCR-0006844,HS-003015,21,46,2025-12-22 08:01:11,2026-04-01 06:30:00
SCR-0006845,HS-003016,0,8,2025-09-18 09:07:16,2026-04-01 06:30:00
SCR-0006846,HS-003016,8,44,2025-09-25 04:47:56,2026-04-01 06:30:00
SCR-0006847,HS-003016,44,56,2025-09-25 23:33:10,2026-04-01 06:30:00
SCR-0006848,HS-003017,0,21,2025-11-14 02:39:45,2026-04-01 06:30:00
SCR-0006849,HS-003017,21,42,2025-11-21 09:04:20,2026-04-01 06:30:00
SCR-0006850,HS-003017,42,87,2025-11-22 12:16:22,2026-04-01 06:30:00
SCR-0006851,HS-003018,0,14,2025-12-17 20:53:53,2026-04-01 06:30:00
SCR-0006852,HS-003019,0,19,2026-01-07 23:54:47,2026-04-01 06:30:00
SCR-0006853,HS-003019,19,33,2026-01-12 17:05:53,2026-04-01 06:30:00
SCR-0006854,HS-003020,0,17,2025-10-14 04:56:31,2026-04-01 06:30:00
SCR-0006855,HS-003020,17,44,2025-10-18 20:11:22,2026-04-01 06:30:00
SCR-0006856,HS-003021,0,7,2025-09-11 15:37:24,2026-04-01 06:30:00
SCR-0006857,HS-003021,7,25,2025-09-21 12:33:18,2026-04-01 06:30:00
SCR-0006858,HS-003022,0,14,2026-02-16 05:29:53,2026-04-01 06:30:00
SCR-0006859,HS-003022,14,23,2026-02-26 19:12:41,2026-04-01 06:30:00
SCR-0006860,HS-003023,0,21,2025-11-10 17:44:48,2026-04-01 06:30:00
SCR-0006861,HS-003024,0,17,2025-11-28 19:05:20,2026-04-01 06:30:00
SCR-0006862,HS-003024,17,44,2025-12-03 13:10:43,2026-04-01 06:30:00
SCR-0006863,HS-003025,0,15,2025-12-28 18:45:53,2026-04-01 06:30:00
SCR-0006864,HS-003025,15,41,2026-01-13 06:29:57,2026-04-01 06:30:00
SCR-0006865,HS-003025,41,90,2026-01-13 16:01:05,2026-04-01 06:30:00
SCR-0006866,HS-003026,0,19,2025-10-22 02:19:53,2026-04-01 06:30:00
SCR-0006867,HS-003026,19,42,2025-10-26 07:58:06,2026-04-01 06:30:00
SCR-0006868,HS-003026,42,68,2025-10-27 19:44:05,2026-04-01 06:30:00
SCR-0006869,HS-003027,0,7,2026-01-06 00:47:00,2026-04-01 06:30:00
SCR-0006870,HS-003027,7,24,2026-01-25 06:51:56,2026-04-01 06:30:00
SCR-0006871,HS-003028,0,15,2025-09-27 22:04:24,2026-04-01 06:30:00
SCR-0006872,HS-003028,15,47,2025-10-01 23:28:58,2026-04-01 06:30:00
SCR-0006873,HS-003028,47,78,2025-10-03 07:38:15,2026-04-01 06:30:00
SCR-0006874,HS-003029,0,14,2025-12-12 21:39:21,2026-04-01 06:30:00
SCR-0006875,HS-003029,14,41,2025-12-17 00:47:54,2026-04-01 06:30:00
SCR-0006876,HS-003029,41,75,2025-12-17 02:10:56,2026-04-01 06:30:00
SCR-0006877,HS-003030,0,5,2026-03-30 05:38:01,2026-04-01 06:30:00
SCR-0006878,HS-003030,5,37,2026-04-08 04:49:41,2026-04-01 06:30:00
SCR-0006879,HS-003031,0,23,2025-12-08 04:31:29,2026-04-01 06:30:00
SCR-0006880,HS-003031,23,31,2025-12-14 22:30:45,2026-04-01 06:30:00
SCR-0006881,HS-003032,0,13,2025-12-10 13:09:13,2026-04-01 06:30:00
SCR-0006882,HS-003032,13,41,2025-12-23 17:48:28,2026-04-01 06:30:00
SCR-0006883,HS-003032,41,71,2025-12-25 05:25:41,2026-04-01 06:30:00
SCR-0006884,HS-003033,0,5,2025-10-31 01:19:31,2026-04-01 06:30:00
SCR-0006885,HS-003033,5,47,2025-11-07 06:00:19,2026-04-01 06:30:00
SCR-0006886,HS-003033,47,57,2025-11-07 06:02:20,2026-04-01 06:30:00
SCR-0006887,HS-003034,0,21,2025-08-23 05:51:35,2026-04-01 06:30:00
SCR-0006888,HS-003034,21,44,2025-09-07 04:02:49,2026-04-01 06:30:00
SCR-0006889,HS-003034,44,62,2025-09-07 07:33:04,2026-04-01 06:30:00
SCR-0006890,HS-003035,0,17,2025-09-01 22:16:59,2026-04-01 06:30:00
SCR-0006891,HS-003035,17,33,2025-09-11 00:47:33,2026-04-01 06:30:00
SCR-0006892,HS-003036,0,12,2026-03-08 12:40:51,2026-04-01 06:30:00
SCR-0006893,HS-003036,12,17,2026-03-13 17:36:50,2026-04-01 06:30:00
SCR-0006894,HS-003037,0,7,2025-12-20 15:23:38,2026-04-01 06:30:00
SCR-0006895,HS-003037,7,44,2025-12-23 08:30:58,2026-04-01 06:30:00
SCR-0006896,HS-003038,0,13,2026-01-12 16:59:40,2026-04-01 06:30:00
SCR-0006897,HS-003038,13,44,2026-01-19 14:57:23,2026-04-01 06:30:00
SCR-0006898,HS-003038,44,65,2026-01-20 13:12:28,2026-04-01 06:30:00
SCR-0006899,HS-003039,0,23,2025-08-30 05:26:13,2026-04-01 06:30:00
SCR-0006900,HS-003039,23,42,2025-09-20 01:02:24,2026-04-01 06:30:00
SCR-0006901,HS-003039,42,66,2025-09-20 17:36:59,2026-04-01 06:30:00
SCR-0006902,HS-003040,0,16,2026-03-17 09:54:31,2026-04-01 06:30:00
SCR-0006903,HS-003040,16,45,2026-03-26 09:17:16,2026-04-01 06:30:00
SCR-0006904,HS-003040,45,65,2026-03-28 14:30:26,2026-04-01 06:30:00
SCR-0006905,HS-003041,0,21,2025-12-12 07:18:56,2026-04-01 06:30:00
SCR-0006906,HS-003041,21,44,2025-12-21 07:03:45,2026-04-01 06:30:00
SCR-0006907,HS-003041,44,71,2025-12-22 03:08:46,2026-04-01 06:30:00
SCR-0006908,HS-003042,0,9,2026-02-18 02:45:32,2026-04-01 06:30:00
SCR-0006909,HS-003042,9,45,2026-02-23 00:21:29,2026-04-01 06:30:00
SCR-0006910,HS-003042,45,54,2026-02-24 21:18:06,2026-04-01 06:30:00
SCR-0006911,HS-003043,0,18,2025-10-11 10:44:42,2026-04-01 06:30:00
SCR-0006912,HS-003043,18,31,2025-10-27 22:02:47,2026-04-01 06:30:00
SCR-0006913,HS-003044,0,15,2026-01-02 10:43:06,2026-04-01 06:30:00
SCR-0006914,HS-003044,15,31,2026-01-14 02:28:26,2026-04-01 06:30:00
SCR-0006915,HS-003045,0,9,2025-11-14 23:42:21,2026-04-01 06:30:00
SCR-0006916,HS-003045,9,15,2025-11-18 08:55:23,2026-04-01 06:30:00
SCR-0006917,HS-003046,0,14,2026-01-07 13:40:57,2026-04-01 06:30:00
SCR-0006918,HS-003047,0,23,2025-11-14 10:45:10,2026-04-01 06:30:00
SCR-0006919,HS-003047,23,45,2025-11-21 21:27:26,2026-04-01 06:30:00
SCR-0006920,HS-003047,45,71,2025-11-24 07:46:23,2026-04-01 06:30:00
SCR-0006921,HS-003048,0,19,2025-10-14 00:22:32,2026-04-01 06:30:00
SCR-0006922,HS-003048,19,24,2025-10-24 16:36:48,2026-04-01 06:30:00
SCR-0006923,HS-003049,0,15,2025-09-10 21:54:36,2026-04-01 06:30:00
SCR-0006924,HS-003050,0,15,2025-11-22 02:01:36,2026-04-01 06:30:00
SCR-0006925,HS-003050,15,40,2025-12-26 09:06:02,2026-04-01 06:30:00
SCR-0006926,HS-003050,40,77,2025-12-28 04:59:23,2026-04-01 06:30:00
SCR-0006927,HS-003051,0,15,2025-11-12 11:34:10,2026-04-01 06:30:00
SCR-0006928,HS-003051,15,47,2025-11-20 08:37:48,2026-04-01 06:30:00
SCR-0006929,HS-003051,47,54,2025-11-21 07:08:59,2026-04-01 06:30:00
SCR-0006930,HS-003052,0,20,2026-02-11 19:24:55,2026-04-01 06:30:00
SCR-0006931,HS-003052,20,43,2026-02-19 23:54:01,2026-04-01 06:30:00
SCR-0006932,HS-003052,43,51,2026-02-20 21:42:37,2026-04-01 06:30:00
SCR-0006933,HS-003053,0,21,2025-08-30 22:22:08,2026-04-01 06:30:00
SCR-0006934,HS-003053,21,46,2025-09-03 11:57:41,2026-04-01 06:30:00
SCR-0006935,HS-003054,0,16,2026-01-06 16:49:35,2026-04-01 06:30:00
SCR-0006936,HS-003054,16,36,2026-01-11 15:09:12,2026-04-01 06:30:00
SCR-0006937,HS-003055,0,8,2025-10-13 15:11:38,2026-04-01 06:30:00
SCR-0006938,HS-003055,8,46,2025-10-30 19:55:15,2026-04-01 06:30:00
SCR-0006939,HS-003055,46,74,2025-11-02 04:41:07,2026-04-01 06:30:00
SCR-0006940,HS-003056,0,15,2026-02-16 21:34:54,2026-04-01 06:30:00
SCR-0006941,HS-003056,15,47,2026-02-24 10:08:19,2026-04-01 06:30:00
SCR-0006942,HS-003056,47,62,2026-02-24 12:31:03,2026-04-01 06:30:00
SCR-0006943,HS-003057,0,8,2025-12-09 11:33:25,2026-04-01 06:30:00
SCR-0006944,HS-003058,0,8,2025-10-18 06:07:09,2026-04-01 06:30:00
SCR-0006945,HS-003058,8,40,2025-10-24 16:18:47,2026-04-01 06:30:00
SCR-0006946,HS-003058,40,72,2025-10-27 11:19:19,2026-04-01 06:30:00
SCR-0006947,HS-003059,0,18,2026-03-10 14:40:06,2026-04-01 06:30:00
SCR-0006948,HS-003059,18,35,2026-03-30 12:24:59,2026-04-01 06:30:00
SCR-0006949,HS-003060,0,5,2025-09-11 07:21:30,2026-04-01 06:30:00
SCR-0006950,HS-003060,5,6,2025-10-01 04:31:45,2026-04-01 06:30:00
SCR-0006951,HS-003061,0,8,2025-11-06 16:34:55,2026-04-01 06:30:00
SCR-0006952,HS-003061,8,45,2025-11-21 11:47:48,2026-04-01 06:30:00
SCR-0006953,HS-003061,45,77,2025-11-21 15:53:04,2026-04-01 06:30:00
SCR-0006954,HS-003062,0,24,2026-03-06 17:16:40,2026-04-01 06:30:00
SCR-0006955,HS-003063,0,7,2026-02-14 23:27:09,2026-04-01 06:30:00
SCR-0006956,HS-003063,7,45,2026-02-22 21:27:37,2026-04-01 06:30:00
SCR-0006957,HS-003063,45,79,2026-02-25 11:24:36,2026-04-01 06:30:00
SCR-0006958,HS-003064,0,17,2025-11-01 05:49:15,2026-04-01 06:30:00
SCR-0006959,HS-003065,0,12,2025-12-14 07:54:09,2026-04-01 06:30:00
SCR-0006960,HS-003065,12,16,2025-12-17 23:36:43,2026-04-01 06:30:00
SCR-0006961,HS-003066,0,5,2026-01-21 03:17:33,2026-04-01 06:30:00
SCR-0006962,HS-003066,5,9,2026-02-04 22:36:42,2026-04-01 06:30:00
SCR-0006963,HS-003067,0,17,2025-11-27 02:49:45,2026-04-01 06:30:00
SCR-0006964,HS-003067,17,42,2025-12-03 08:54:03,2026-04-01 06:30:00
SCR-0006965,HS-003067,42,75,2025-12-06 05:40:29,2026-04-01 06:30:00
SCR-0006966,HS-003068,0,6,2025-12-09 14:49:30,2026-04-01 06:30:00
SCR-0006967,HS-003068,6,12,2025-12-19 00:55:24,2026-04-01 06:30:00
SCR-0006968,HS-003069,0,24,2025-12-30 13:18:19,2026-04-01 06:30:00
SCR-0006969,HS-003069,24,40,2026-01-07 06:24:06,2026-04-01 06:30:00
SCR-0006970,HS-003069,40,53,2026-01-09 09:58:36,2026-04-01 06:30:00
SCR-0006971,HS-003070,0,13,2025-12-13 02:40:37,2026-04-01 06:30:00
SCR-0006972,HS-003070,13,40,2025-12-21 10:06:34,2026-04-01 06:30:00
SCR-0006973,HS-003070,40,79,2025-12-22 17:39:34,2026-04-01 06:30:00
SCR-0006974,HS-003071,0,23,2026-03-16 00:44:29,2026-04-01 06:30:00
SCR-0006975,HS-003072,0,12,2026-01-01 07:08:10,2026-04-01 06:30:00
SCR-0006976,HS-003072,12,39,2026-01-02 10:09:39,2026-04-01 06:30:00
SCR-0006977,HS-003073,0,9,2025-09-06 08:14:32,2026-04-01 06:30:00
SCR-0006978,HS-003073,9,41,2025-09-08 22:07:15,2026-04-01 06:30:00
SCR-0006979,HS-003073,41,87,2025-09-11 12:04:29,2026-04-01 06:30:00
SCR-0006980,HS-003074,0,11,2025-11-04 21:21:27,2026-04-01 06:30:00
SCR-0006981,HS-003074,11,25,2025-11-17 23:02:05,2026-04-01 06:30:00
SCR-0006982,HS-003075,0,23,2025-09-09 21:43:32,2026-04-01 06:30:00
SCR-0006983,HS-003075,23,48,2025-09-12 17:48:12,2026-04-01 06:30:00
SCR-0006984,HS-003075,48,69,2025-09-14 09:17:11,2026-04-01 06:30:00
SCR-0006985,HS-003076,0,18,2026-02-02 21:54:12,2026-04-01 06:30:00
SCR-0006986,HS-003077,0,12,2025-11-29 02:59:30,2026-04-01 06:30:00
SCR-0006987,HS-003077,12,40,2025-12-13 07:34:16,2026-04-01 06:30:00
SCR-0006988,HS-003077,40,75,2025-12-14 22:41:49,2026-04-01 06:30:00
SCR-0006989,HS-003078,0,8,2025-10-21 00:08:24,2026-04-01 06:30:00
SCR-0006990,HS-003078,8,44,2025-11-02 22:34:06,2026-04-01 06:30:00
SCR-0006991,HS-003078,44,87,2025-11-03 10:41:51,2026-04-01 06:30:00
SCR-0006992,HS-003079,0,7,2026-01-08 09:01:25,2026-04-01 06:30:00
SCR-0006993,HS-003079,7,33,2026-01-12 17:10:39,2026-04-01 06:30:00
SCR-0006994,HS-003080,0,24,2026-03-15 03:54:45,2026-04-01 06:30:00
SCR-0006995,HS-003080,24,40,2026-03-24 15:39:20,2026-04-01 06:30:00
SCR-0006996,HS-003080,40,90,2026-03-26 04:31:24,2026-04-01 06:30:00
SCR-0006997,HS-003081,0,13,2025-08-28 09:01:04,2026-04-01 06:30:00
SCR-0006998,HS-003081,13,44,2025-09-03 01:50:12,2026-04-01 06:30:00
SCR-0006999,HS-003081,44,90,2025-09-05 20:44:16,2026-04-01 06:30:00
SCR-0007000,HS-003082,0,17,2025-11-25 16:33:46,2026-04-01 06:30:00
SCR-0007001,HS-003082,17,20,2025-11-28 11:04:31,2026-04-01 06:30:00
SCR-0007002,HS-003083,0,9,2025-10-24 01:05:31,2026-04-01 06:30:00
SCR-0007003,HS-003083,9,41,2025-10-30 04:08:58,2026-04-01 06:30:00
SCR-0007004,HS-003083,41,56,2025-11-01 11:32:37,2026-04-01 06:30:00
SCR-0007005,HS-003084,0,21,2025-09-13 12:29:58,2026-04-01 06:30:00
SCR-0007006,HS-003084,21,40,2025-09-20 18:30:32,2026-04-01 06:30:00
SCR-0007007,HS-003084,40,50,2025-09-22 00:29:44,2026-04-01 06:30:00
SCR-0007008,HS-003085,0,10,2026-01-15 17:54:15,2026-04-01 06:30:00
SCR-0007009,HS-003086,0,20,2025-10-11 18:28:14,2026-04-01 06:30:00
SCR-0007010,HS-003086,20,26,2025-10-19 08:01:01,2026-04-01 06:30:00
SCR-0007011,HS-003087,0,16,2025-12-10 12:53:05,2026-04-01 06:30:00
SCR-0007012,HS-003088,0,5,2025-12-14 11:53:34,2026-04-01 06:30:00
SCR-0007013,HS-003088,5,45,2025-12-25 09:41:00,2026-04-01 06:30:00
SCR-0007014,HS-003089,0,18,2025-09-10 06:22:24,2026-04-01 06:30:00
SCR-0007015,HS-003090,0,16,2025-11-26 05:24:20,2026-04-01 06:30:00
SCR-0007016,HS-003090,16,42,2025-12-13 20:34:20,2026-04-01 06:30:00
SCR-0007017,HS-003090,42,77,2025-12-15 20:55:23,2026-04-01 06:30:00
SCR-0007018,HS-003091,0,21,2026-03-02 16:57:46,2026-04-01 06:30:00
SCR-0007019,HS-003091,21,40,2026-03-10 01:42:52,2026-04-01 06:30:00
SCR-0007020,HS-003091,40,68,2026-03-11 01:18:47,2026-04-01 06:30:00
SCR-0007021,HS-003092,0,6,2025-12-16 07:07:07,2026-04-01 06:30:00
SCR-0007022,HS-003092,6,15,2026-01-03 11:05:40,2026-04-01 06:30:00
SCR-0007023,HS-003093,0,11,2026-02-06 08:59:53,2026-04-01 06:30:00
SCR-0007024,HS-003093,11,42,2026-02-15 20:36:50,2026-04-01 06:30:00
SCR-0007025,HS-003093,42,71,2026-02-17 01:31:39,2026-04-01 06:30:00
SCR-0007026,HS-003094,0,24,2026-01-19 03:06:58,2026-04-01 06:30:00
SCR-0007027,HS-003094,24,43,2026-02-05 00:32:18,2026-04-01 06:30:00
SCR-0007028,HS-003094,43,64,2026-02-07 18:50:46,2026-04-01 06:30:00
SCR-0007029,HS-003095,0,17,2026-03-18 15:51:17,2026-04-01 06:30:00
SCR-0007030,HS-003096,0,12,2025-12-13 20:36:15,2026-04-01 06:30:00
SCR-0007031,HS-003097,0,7,2025-10-07 07:47:58,2026-04-01 06:30:00
SCR-0007032,HS-003097,7,40,2025-10-13 04:31:31,2026-04-01 06:30:00
SCR-0007033,HS-003098,0,15,2025-11-18 13:38:32,2026-04-01 06:30:00
SCR-0007034,HS-003098,15,22,2025-12-05 01:38:25,2026-04-01 06:30:00
SCR-0007035,HS-003099,0,24,2026-01-03 13:01:31,2026-04-01 06:30:00
SCR-0007036,HS-003099,24,47,2026-01-07 09:18:37,2026-04-01 06:30:00
SCR-0007037,HS-003099,47,54,2026-01-10 04:47:33,2026-04-01 06:30:00
SCR-0007038,HS-003100,0,21,2025-10-25 23:53:34,2026-04-01 06:30:00
SCR-0007039,HS-003100,21,42,2025-11-01 09:07:44,2026-04-01 06:30:00
SCR-0007040,HS-003100,42,69,2025-11-01 15:21:44,2026-04-01 06:30:00
SCR-0007041,HS-003101,0,19,2026-03-16 18:17:24,2026-04-01 06:30:00
SCR-0007042,HS-003101,19,28,2026-04-04 08:09:11,2026-04-01 06:30:00
SCR-0007043,HS-003102,0,18,2026-01-29 03:33:43,2026-04-01 06:30:00
SCR-0007044,HS-003103,0,13,2025-09-27 02:46:01,2026-04-01 06:30:00
SCR-0007045,HS-003104,0,7,2026-02-25 22:33:21,2026-04-01 06:30:00
SCR-0007046,HS-003104,7,26,2026-03-05 15:35:41,2026-04-01 06:30:00
SCR-0007047,HS-003105,0,11,2025-10-03 12:58:52,2026-04-01 06:30:00
SCR-0007048,HS-003105,11,35,2025-10-19 01:34:45,2026-04-01 06:30:00
SCR-0007049,HS-003106,0,8,2025-12-22 12:29:27,2026-04-01 06:30:00
SCR-0007050,HS-003106,8,48,2026-01-02 15:31:23,2026-04-01 06:30:00
SCR-0007051,HS-003106,48,77,2026-01-04 09:49:23,2026-04-01 06:30:00
SCR-0007052,HS-003107,0,5,2026-02-15 03:21:17,2026-04-01 06:30:00
SCR-0007053,HS-003107,5,38,2026-02-19 11:15:41,2026-04-01 06:30:00
SCR-0007054,HS-003108,0,21,2025-10-12 16:39:05,2026-04-01 06:30:00
SCR-0007055,HS-003109,0,11,2025-12-13 00:01:07,2026-04-01 06:30:00
SCR-0007056,HS-003109,11,12,2025-12-25 07:41:34,2026-04-01 06:30:00
SCR-0007057,HS-003110,0,19,2025-11-29 07:30:04,2026-04-01 06:30:00
SCR-0007058,HS-003111,0,6,2025-09-10 07:00:39,2026-04-01 06:30:00
SCR-0007059,HS-003111,6,44,2025-09-20 20:55:05,2026-04-01 06:30:00
SCR-0007060,HS-003111,44,78,2025-09-21 21:04:03,2026-04-01 06:30:00
SCR-0007061,HS-003112,0,18,2025-10-21 21:22:17,2026-04-01 06:30:00
SCR-0007062,HS-003112,18,43,2025-10-25 08:32:05,2026-04-01 06:30:00
SCR-0007063,HS-003112,43,83,2025-10-27 08:40:55,2026-04-01 06:30:00
SCR-0007064,HS-003113,0,15,2025-11-20 13:11:09,2026-04-01 06:30:00
SCR-0007065,HS-003113,15,32,2025-11-22 02:12:26,2026-04-01 06:30:00
SCR-0007066,HS-003114,0,21,2025-12-27 20:04:32,2026-04-01 06:30:00
SCR-0007067,HS-003115,0,9,2026-03-02 21:07:33,2026-04-01 06:30:00
SCR-0007068,HS-003115,9,18,2026-03-12 21:57:08,2026-04-01 06:30:00
SCR-0007069,HS-003116,0,12,2026-03-07 18:59:19,2026-04-01 06:30:00
SCR-0007070,HS-003116,12,43,2026-03-11 10:33:03,2026-04-01 06:30:00
SCR-0007071,HS-003116,43,53,2026-03-12 08:36:07,2026-04-01 06:30:00
SCR-0007072,HS-003117,0,13,2026-03-08 09:54:36,2026-04-01 06:30:00
SCR-0007073,HS-003117,13,49,2026-03-19 03:23:56,2026-04-01 06:30:00
SCR-0007074,HS-003118,0,24,2025-09-29 01:40:23,2026-04-01 06:30:00
SCR-0007075,HS-003118,24,43,2025-10-19 21:10:20,2026-04-01 06:30:00
SCR-0007076,HS-003118,43,53,2025-10-21 15:52:06,2026-04-01 06:30:00
SCR-0007077,HS-003119,0,5,2025-08-23 17:45:59,2026-04-01 06:30:00
SCR-0007078,HS-003119,5,41,2025-09-05 10:54:06,2026-04-01 06:30:00
SCR-0007079,HS-003120,0,10,2026-03-13 02:57:14,2026-04-01 06:30:00
SCR-0007080,HS-003120,10,48,2026-03-28 20:23:37,2026-04-01 06:30:00
SCR-0007081,HS-003120,48,90,2026-03-29 01:28:30,2026-04-01 06:30:00
SCR-0007082,HS-003121,0,19,2025-11-27 11:47:33,2026-04-01 06:30:00
SCR-0007083,HS-003121,19,41,2025-12-09 23:49:27,2026-04-01 06:30:00
SCR-0007084,HS-003121,41,57,2025-12-10 08:26:58,2026-04-01 06:30:00
SCR-0007085,HS-003122,0,7,2026-02-22 20:04:41,2026-04-01 06:30:00
SCR-0007086,HS-003122,7,16,2026-03-13 09:45:20,2026-04-01 06:30:00
SCR-0007087,HS-003123,0,11,2025-11-05 09:35:01,2026-04-01 06:30:00
SCR-0007088,HS-003123,11,45,2025-11-11 19:50:27,2026-04-01 06:30:00
SCR-0007089,HS-003123,45,56,2025-11-13 07:09:00,2026-04-01 06:30:00
SCR-0007090,HS-003124,0,20,2026-01-03 02:05:00,2026-04-01 06:30:00
SCR-0007091,HS-003125,0,14,2025-12-28 08:52:52,2026-04-01 06:30:00
SCR-0007092,HS-003125,14,45,2026-01-03 15:44:22,2026-04-01 06:30:00
SCR-0007093,HS-003125,45,51,2026-01-05 23:00:07,2026-04-01 06:30:00
SCR-0007094,HS-003126,0,16,2025-10-06 13:26:17,2026-04-01 06:30:00
SCR-0007095,HS-003127,0,13,2025-10-10 19:35:50,2026-04-01 06:30:00
SCR-0007096,HS-003127,13,46,2025-10-13 20:21:45,2026-04-01 06:30:00
SCR-0007097,HS-003127,46,80,2025-10-14 13:42:33,2026-04-01 06:30:00
SCR-0007098,HS-003128,0,22,2025-11-30 12:56:54,2026-04-01 06:30:00
SCR-0007099,HS-003129,0,13,2026-02-15 16:48:09,2026-04-01 06:30:00
SCR-0007100,HS-003129,13,41,2026-02-23 22:38:41,2026-04-01 06:30:00
SCR-0007101,HS-003129,41,55,2026-02-25 06:42:46,2026-04-01 06:30:00
SCR-0007102,HS-003130,0,14,2025-12-08 19:55:12,2026-04-01 06:30:00
SCR-0007103,HS-003130,14,41,2025-12-22 08:57:54,2026-04-01 06:30:00
SCR-0007104,HS-003131,0,11,2026-02-09 10:14:36,2026-04-01 06:30:00
SCR-0007105,HS-003131,11,19,2026-02-28 16:51:36,2026-04-01 06:30:00
SCR-0007106,HS-003132,0,13,2025-10-07 08:59:22,2026-04-01 06:30:00
SCR-0007107,HS-003132,13,46,2025-10-15 13:56:19,2026-04-01 06:30:00
SCR-0007108,HS-003132,46,90,2025-10-16 21:26:51,2026-04-01 06:30:00
SCR-0007109,HS-003133,0,17,2025-09-29 17:47:15,2026-04-01 06:30:00
SCR-0007110,HS-003133,17,35,2025-10-12 03:33:53,2026-04-01 06:30:00
SCR-0007111,HS-003134,0,10,2025-12-04 15:42:56,2026-04-01 06:30:00
SCR-0007112,HS-003134,10,43,2025-12-14 01:18:05,2026-04-01 06:30:00
SCR-0007113,HS-003134,43,51,2025-12-15 17:57:59,2026-04-01 06:30:00
SCR-0007114,HS-003135,0,22,2026-03-02 22:23:34,2026-04-01 06:30:00
SCR-0007115,HS-003135,22,45,2026-03-17 03:56:43,2026-04-01 06:30:00
