history_id,opp_id,from_stage_num,to_stage_num,changed_at,changed_by,_synced_at
HIS-001412,OPP-00318,1,2,2026-01-04 11:01:20,USR-0025,2026-04-01 05:30:00
HIS-001413,OPP-00318,2,3,2026-01-07 20:07:47,USR-0025,2026-04-01 05:30:00
HIS-001414,OPP-00318,3,4,2026-01-08 02:43:07,USR-0025,2026-04-01 05:30:00
HIS-001415,OPP-00318,4,6,2026-01-19 06:07:16,USR-0025,2026-04-01 05:30:00
HIS-001421,OPP-00320,0,1,2026-03-05 23:10:56,USR-0036,2026-04-01 05:30:00
HIS-001422,OPP-00320,1,2,2026-03-31 12:13:55,USR-0036,2026-04-01 05:30:00
HIS-001423,OPP-00321,0,1,2025-10-06 22:45:05,USR-0026,2026-04-01 05:30:00
HIS-001424,OPP-00321,1,2,2025-10-12 13:24:23,USR-0026,2026-04-01 05:30:00
HIS-001425,OPP-00321,2,3,2025-10-19 12:46:41,USR-0026,2026-04-01 05:30:00
HIS-001426,OPP-00321,3,4,2025-10-22 02:42:45,USR-0026,2026-04-01 05:30:00
HIS-001427,OPP-00321,4,6,2025-10-31 02:27:43,USR-0026,2026-04-01 05:30:00
HIS-001428,OPP-00322,0,1,2026-02-22 09:48:08,USR-0029,2026-04-01 05:30:00
HIS-001429,OPP-00322,1,2,2026-03-03 03:13:40,USR-0029,2026-03-02 03:13:40
HIS-001430,OPP-00322,2,3,2026-03-11 13:51:51,USR-0029,2026-04-01 05:30:00
HIS-001431,OPP-00322,3,4,2026-03-19 15:42:22,USR-0029,2026-04-01 05:30:00
HIS-001432,OPP-00322,4,6,2026-03-20 23:56:10,USR-0029,2026-04-01 05:30:00
HIS-001433,OPP-00323,0,1,2026-03-12 08:21:03,USR-0025,2026-04-01 05:30:00
HIS-001434,OPP-00323,1,2,2026-03-16 12:14:06,USR-0025,2026-04-01 05:30:00
HIS-001435,OPP-00323,2,3,2026-03-17 05:18:24,USR-0025,2026-04-01 05:30:00
HIS-001436,OPP-00323,3,4,2026-03-19 06:00:45,USR-0025,2026-04-01 05:30:00
HIS-001437,OPP-00323,4,6,2026-03-20 00:42:42,USR-0025,2026-04-01 05:30:00
HIS-001438,OPP-00324,0,1,2025-09-29 07:21:39,USR-0025,2026-04-01 05:30:00
HIS-001439,OPP-00324,1,2,2025-10-01 03:36:28,USR-0025,2026-04-01 05:30:00
HIS-001440,OPP-00324,2,3,2025-10-03 11:51:25,USR-0025,2026-04-01 05:30:00
HIS-001441,OPP-00324,3,4,2025-10-09 00:10:58,USR-0025,2026-04-01 05:30:00
HIS-001442,OPP-00324,4,5,2025-10-11 06:13:06,USR-0025,2026-04-01 05:30:00
HIS-001443,OPP-00325,0,1,2026-01-21 20:40:54,USR-0025,2026-04-01 05:30:00
HIS-001444,OPP-00325,1,2,2026-02-03 11:31:58,USR-0025,2026-04-01 05:30:00
HIS-001445,OPP-00325,2,3,2026-02-07 08:39:37,USR-0025,2026-04-01 05:30:00
HIS-001446,OPP-00325,3,4,2026-03-02 01:38:34,USR-0025,2026-04-01 05:30:00
HIS-001447,OPP-00325,4,6,2026-03-08 05:41:02,USR-0025,2026-04-01 05:30:00
HIS-001448,OPP-00326,0,1,2026-03-10 10:27:14,USR-0024,2026-04-01 05:30:00
HIS-001449,OPP-00326,1,2,2026-03-23 22:36:53,USR-0024,2026-04-01 05:30:00
HIS-001450,OPP-00326,2,3,2026-03-25 05:10:46,USR-0024,2026-04-01 05:30:00
HIS-001451,OPP-00326,3,4,2026-03-27 03:09:03,USR-0024,2026-04-01 05:30:00
HIS-001452,OPP-00327,0,1,2026-01-30 20:19:09,USR-0023,2026-04-01 05:30:00
HIS-001453,OPP-00327,1,2,2026-02-09 15:16:58,USR-0023,2026-04-01 05:30:00
HIS-001454,OPP-00327,2,3,2026-02-10 19:44:41,USR-0023,2026-04-01 05:30:00
HIS-001455,OPP-00327,3,4,2026-02-17 10:20:01,USR-0023,2026-02-16 10:20:01
HIS-001456,OPP-00327,4,6,2026-02-21 05:34:04,USR-0023,2026-04-01 05:30:00
HIS-001457,OPP-00328,0,1,2026-01-27 04:56:32,USR-0028,2026-04-01 05:30:00
HIS-001458,OPP-00328,1,2,2026-02-24 05:11:52,USR-0028,2026-04-01 05:30:00
HIS-001459,OPP-00328,2,3,2026-03-13 11:24:09,USR-0028,2026-04-01 05:30:00
HIS-001460,OPP-00329,0,1,2026-03-11 15:05:35,USR-0028,2026-04-01 05:30:00
HIS-001461,OPP-00329,1,2,2026-03-22 08:21:46,USR-0028,2026-04-01 05:30:00
HIS-001462,OPP-00329,2,3,2026-03-26 16:57:02,USR-0028,2026-04-01 05:30:00
HIS-001463,OPP-00329,3,4,2026-03-27 16:12:24,USR-0028,2026-04-01 05:30:00
HIS-001464,OPP-00329,4,6,2026-03-27 16:27:49,USR-0028,2026-04-01 05:30:00
HIS-001465,OPP-00330,0,1,2025-12-30 10:50:56,USR-0030,2026-04-01 05:30:00
HIS-001466,OPP-00330,1,2,2026-01-24 08:43:38,USR-0030,2026-04-01 05:30:00
HIS-001467,OPP-00330,2,3,2026-01-27 13:47:58,USR-0030,2026-04-01 05:30:00
HIS-001468,OPP-00330,3,4,2026-01-31 22:02:33,USR-0030,2026-04-01 05:30:00
HIS-001469,OPP-00330,4,6,2026-02-12 14:16:19,USR-0030,2026-04-01 05:30:00
HIS-001470,OPP-00331,0,1,2025-11-30 20:42:21,USR-0029,2026-04-01 05:30:00
HIS-001471,OPP-00331,1,2,2025-12-09 17:41:10,USR-0029,2025-12-08 17:41:10
HIS-001472,OPP-00331,2,3,2025-12-10 14:17:25,USR-0029,2026-04-01 05:30:00
HIS-001473,OPP-00331,3,4,2025-12-12 20:37:35,USR-0029,2026-04-01 05:30:00
HIS-001474,OPP-00331,4,6,2025-12-22 23:45:41,USR-0029,2026-04-01 05:30:00
HIS-001475,OPP-00332,0,1,2026-03-01 15:06:37,USR-0024,2026-04-01 05:30:00
HIS-001476,OPP-00332,1,2,2026-03-09 04:13:06,USR-0024,2026-04-01 05:30:00
HIS-001477,OPP-00332,2,3,2026-03-17 12:34:22,USR-0024,2026-04-01 05:30:00
HIS-001478,OPP-00332,3,4,2026-03-17 22:55:57,USR-0024,2026-04-01 05:30:00
HIS-001479,OPP-00332,4,6,2026-03-24 01:11:37,USR-0024,2026-04-01 05:30:00
HIS-001480,OPP-00333,0,1,2025-12-18 15:41:20,USR-0032,2026-04-01 05:30:00
HIS-001481,OPP-00333,1,2,2026-01-01 19:19:57,USR-0032,2026-04-01 05:30:00
HIS-001482,OPP-00333,2,3,2026-01-03 18:09:48,USR-0032,2026-04-01 05:30:00
HIS-001483,OPP-00333,3,4,2026-01-06 23:17:35,USR-0032,2026-04-01 05:30:00
HIS-001484,OPP-00333,4,5,2026-01-14 10:56:04,USR-0032,2026-04-01 05:30:00
HIS-001485,OPP-00334,0,1,2025-12-06 02:44:30,USR-0034,2026-04-01 05:30:00
HIS-001486,OPP-00334,1,2,2026-01-08 09:50:43,USR-0034,2026-04-01 05:30:00
HIS-001487,OPP-00334,2,3,2026-01-10 17:00:53,USR-0034,2026-04-01 05:30:00
HIS-001488,OPP-00334,3,4,2026-01-11 06:31:12,USR-0034,2026-04-01 05:30:00
HIS-001489,OPP-00334,4,6,2026-01-24 03:04:49,USR-0034,2026-04-01 05:30:00
HIS-001490,OPP-00335,0,1,2025-09-10 11:27:30,USR-0026,2026-04-01 05:30:00
HIS-001491,OPP-00335,1,2,2025-09-26 00:13:36,USR-0026,2026-04-01 05:30:00
HIS-001492,OPP-00335,2,3,2025-10-06 20:37:06,USR-0026,2026-04-01 05:30:00
HIS-001493,OPP-00335,3,4,2025-10-07 07:32:10,USR-0026,2026-04-01 05:30:00
HIS-001494,OPP-00335,4,6,2025-10-16 08:56:37,USR-0026,2026-04-01 05:30:00
HIS-001495,OPP-00336,0,1,2025-10-20 10:31:59,USR-0024,2026-04-01 05:30:00
HIS-001496,OPP-00336,1,2,2025-10-24 23:08:32,USR-0024,2026-04-01 05:30:00
HIS-001497,OPP-00336,2,3,2025-11-07 20:43:58,USR-0024,2025-11-06 20:43:58
HIS-001498,OPP-00336,3,4,2025-11-09 11:53:56,USR-0024,2026-04-01 05:30:00
HIS-001499,OPP-00336,4,6,2025-11-16 22:52:14,USR-0024,2026-04-01 05:30:00
HIS-001500,OPP-00337,0,1,2025-11-09 04:19:59,USR-0036,2025-11-08 04:19:59
HIS-001501,OPP-00337,1,2,2026-01-21 20:30:46,USR-0036,2026-04-01 05:30:00
HIS-001502,OPP-00337,2,3,2026-01-25 02:35:30,USR-0036,2026-04-01 05:30:00
HIS-001503,OPP-00337,3,4,2026-02-05 09:16:50,USR-0036,2026-04-01 05:30:00
HIS-001504,OPP-00337,4,6,2026-02-05 18:36:42,USR-0036,2026-04-01 05:30:00
HIS-001505,OPP-00338,0,1,2025-10-30 09:57:03,USR-0023,2026-04-01 05:30:00
HIS-001506,OPP-00338,1,2,2025-11-15 16:37:37,USR-0023,2026-04-01 05:30:00
HIS-001507,OPP-00338,2,3,2025-12-09 03:49:41,USR-0023,2026-04-01 05:30:00
HIS-001508,OPP-00338,3,4,2025-12-11 21:22:32,USR-0023,2026-04-01 05:30:00
HIS-001509,OPP-00338,4,6,2025-12-16 10:17:51,USR-0023,2026-04-01 05:30:00
HIS-001510,OPP-00339,0,1,2026-02-25 03:25:44,USR-0026,2026-04-01 05:30:00
HIS-001511,OPP-00339,1,2,2026-03-11 16:32:47,USR-0026,2026-04-01 05:30:00
HIS-001512,OPP-00339,2,3,2026-03-12 13:47:51,USR-0026,2026-04-01 05:30:00
HIS-001513,OPP-00339,3,4,2026-03-14 15:09:26,USR-0026,2026-04-01 05:30:00
HIS-001514,OPP-00339,4,6,2026-03-18 19:24:26,USR-0026,2026-04-01 05:30:00
HIS-001515,OPP-00340,0,1,2025-10-13 09:47:03,USR-0025,2026-04-01 05:30:00
HIS-001516,OPP-00340,1,2,2025-10-30 11:09:03,USR-0025,2026-04-01 05:30:00
HIS-001517,OPP-00340,2,3,2025-11-01 16:00:48,USR-0025,2026-04-01 05:30:00
HIS-001518,OPP-00340,3,4,2025-11-02 00:37:54,USR-0025,2025-11-01 00:37:54
HIS-001519,OPP-00340,4,6,2025-11-02 21:07:59,USR-0025,2026-04-01 05:30:00
HIS-001520,OPP-00341,0,1,2025-12-01 23:53:50,USR-0023,2026-04-01 05:30:00
HIS-001521,OPP-00341,1,2,2025-12-08 19:02:11,USR-0023,2026-04-01 05:30:00
HIS-001522,OPP-00341,2,3,2025-12-14 16:31:22,USR-0023,2026-04-01 05:30:00
HIS-001523,OPP-00341,3,4,2025-12-15 08:26:02,USR-0023,2026-04-01 05:30:00
HIS-001524,OPP-00341,4,6,2025-12-18 06:41:50,USR-0023,2026-04-01 05:30:00
HIS-001525,OPP-00342,0,1,2025-12-08 21:44:56,USR-0025,2026-04-01 05:30:00
HIS-001526,OPP-00342,1,2,2025-12-11 14:41:00,USR-0025,2026-04-01 05:30:00
HIS-001527,OPP-00342,2,3,2025-12-18 21:23:50,USR-0025,2026-04-01 05:30:00
HIS-001528,OPP-00342,3,4,2026-01-02 12:26:57,USR-0025,2026-04-01 05:30:00
HIS-001529,OPP-00342,4,6,2026-01-03 01:45:17,USR-0025,2026-04-01 05:30:00
HIS-001530,OPP-00343,0,1,2025-10-14 07:43:02,USR-0025,2026-04-01 05:30:00
HIS-001531,OPP-00343,1,2,2025-11-10 03:30:49,USR-0025,2026-04-01 05:30:00
HIS-001532,OPP-00343,2,3,2025-11-19 18:33:36,USR-0025,2026-04-01 05:30:00
HIS-001533,OPP-00343,3,4,2025-11-21 14:23:12,USR-0025,2026-04-01 05:30:00
HIS-001534,OPP-00343,4,5,2025-11-25 02:12:17,USR-0025,2026-04-01 05:30:00
HIS-001535,OPP-00344,0,1,2025-11-18 07:54:34,USR-0025,2026-04-01 05:30:00
HIS-001536,OPP-00344,1,2,2025-12-04 10:29:07,USR-0025,2026-04-01 05:30:00
HIS-001537,OPP-00344,2,3,2025-12-04 19:06:09,USR-0025,2026-04-01 05:30:00
HIS-001538,OPP-00344,3,4,2025-12-06 07:13:03,USR-0025,2026-04-01 05:30:00
HIS-001539,OPP-00344,4,6,2025-12-09 22:52:12,USR-0025,2026-04-01 05:30:00
HIS-001540,OPP-00345,0,1,2025-10-27 01:33:10,USR-0024,2026-04-01 05:30:00
HIS-001541,OPP-00345,1,2,2025-10-28 12:53:44,USR-0024,2026-04-01 05:30:00
HIS-001542,OPP-00345,2,3,2025-10-30 09:47:50,USR-0024,2026-04-01 05:30:00
HIS-001543,OPP-00345,3,4,2025-11-02 02:34:14,USR-0024,2026-04-01 05:30:00
HIS-001544,OPP-00345,4,6,2025-11-06 16:06:26,USR-0024,2026-04-01 05:30:00
HIS-001545,OPP-00346,0,1,2025-11-03 19:52:24,USR-0023,2026-04-01 05:30:00
HIS-001546,OPP-00346,1,2,2025-11-14 12:38:25,USR-0023,2025-11-13 12:38:25
HIS-001547,OPP-00346,2,3,2025-11-16 12:52:26,USR-0023,2026-04-01 05:30:00
HIS-001548,OPP-00346,3,4,2025-11-21 09:14:07,USR-0023,2026-04-01 05:30:00
HIS-001549,OPP-00346,4,6,2025-12-04 07:00:04,USR-0023,2026-04-01 05:30:00
HIS-001550,OPP-00347,0,1,2025-12-23 23:30:21,USR-0025,2026-04-01 05:30:00
HIS-001551,OPP-00347,1,2,2026-01-06 14:03:15,USR-0025,2026-04-01 05:30:00
HIS-001552,OPP-00347,2,3,2026-01-09 22:00:11,USR-0025,2026-04-01 05:30:00
HIS-001553,OPP-00347,3,4,2026-01-18 10:38:43,USR-0025,2026-04-01 05:30:00
HIS-001554,OPP-00347,4,6,2026-01-18 23:41:13,USR-0025,2026-04-01 05:30:00
HIS-001555,OPP-00348,0,1,2026-01-24 16:56:27,USR-0025,2026-04-01 05:30:00
HIS-001556,OPP-00348,1,2,2026-02-05 20:03:03,USR-0025,2026-04-01 05:30:00
HIS-001557,OPP-00348,2,3,2026-02-06 16:08:18,USR-0025,2026-04-01 05:30:00
HIS-001558,OPP-00348,3,4,2026-02-08 17:03:25,USR-0025,2026-04-01 05:30:00
HIS-001559,OPP-00348,4,6,2026-02-16 22:37:41,USR-0025,2026-04-01 05:30:00
HIS-001560,OPP-00349,0,1,2025-12-13 22:35:27,USR-0023,2026-04-01 05:30:00
HIS-001561,OPP-00349,1,2,2025-12-19 00:16:03,USR-0023,2025-12-18 00:16:03
HIS-001562,OPP-00349,2,3,2025-12-20 10:00:44,USR-0023,2025-12-19 10:00:44
HIS-001563,OPP-00349,3,4,2025-12-28 06:28:49,USR-0023,2026-04-01 05:30:00
HIS-001564,OPP-00349,4,6,2026-01-14 13:29:52,USR-0023,2026-04-01 05:30:00
HIS-001565,OPP-00350,0,1,2025-11-11 13:40:33,USR-0026,2026-04-01 05:30:00
HIS-001566,OPP-00350,1,2,2025-11-17 17:43:05,USR-0026,2026-04-01 05:30:00
HIS-001567,OPP-00350,2,3,2025-11-22 08:29:02,USR-0026,2026-04-01 05:30:00
HIS-001568,OPP-00350,3,4,2025-12-07 03:32:44,USR-0026,2026-04-01 05:30:00
HIS-001569,OPP-00350,4,6,2026-01-07 11:34:28,USR-0026,2026-04-01 05:30:00
HIS-001570,OPP-00351,0,1,2026-02-20 23:37:43,USR-0033,2026-04-01 05:30:00
HIS-001571,OPP-00351,1,2,2026-03-28 01:12:27,USR-0033,2026-04-01 05:30:00
HIS-001572,OPP-00351,2,3,2026-03-28 13:07:46,USR-0033,2026-04-01 05:30:00
HIS-001573,OPP-00352,0,1,2025-10-31 12:21:31,USR-0030,2026-04-01 05:30:00
HIS-001574,OPP-00352,1,2,2025-11-01 00:36:57,USR-0030,2026-04-01 05:30:00
HIS-001575,OPP-00352,2,3,2025-11-27 23:34:12,USR-0030,2026-04-01 05:30:00
HIS-001576,OPP-00352,3,4,2026-01-03 07:37:10,USR-0030,2026-04-01 05:30:00
HIS-001577,OPP-00352,4,5,2026-01-14 04:59:23,USR-0030,2026-04-01 05:30:00
HIS-001578,OPP-00353,0,1,2025-10-21 01:37:10,USR-0025,2026-04-01 05:30:00
HIS-001579,OPP-00353,1,2,2025-11-07 09:58:29,USR-0025,2026-04-01 05:30:00
HIS-001580,OPP-00353,2,3,2025-11-14 19:29:09,USR-0025,2026-04-01 05:30:00
HIS-001581,OPP-00353,3,4,2025-11-18 16:21:14,USR-0025,2026-04-01 05:30:00
HIS-001582,OPP-00353,4,5,2025-11-21 06:06:20,USR-0025,2025-11-20 06:06:20
HIS-001583,OPP-00354,0,1,2026-02-18 02:31:08,USR-0030,2026-04-01 05:30:00
HIS-001584,OPP-00354,1,2,2026-03-07 15:19:25,USR-0030,2026-04-01 05:30:00
HIS-001585,OPP-00354,2,3,2026-03-17 05:18:46,USR-0030,2026-04-01 05:30:00
HIS-001586,OPP-00354,3,4,2026-03-28 09:55:51,USR-0030,2026-04-01 05:30:00
HIS-001587,OPP-00355,0,1,2025-09-18 09:06:36,USR-0026,2026-04-01 05:30:00
HIS-001588,OPP-00355,1,2,2025-09-22 00:32:15,USR-0026,2025-09-21 00:32:15
HIS-001589,OPP-00355,2,3,2025-10-08 02:05:25,USR-0026,2026-04-01 05:30:00
HIS-001590,OPP-00355,3,4,2025-10-24 17:35:01,USR-0026,2026-04-01 05:30:00
HIS-001591,OPP-00355,4,6,2025-10-24 18:59:02,USR-0026,2026-04-01 05:30:00
HIS-001592,OPP-00356,0,1,2026-03-17 11:02:58,USR-0026,2026-04-01 05:30:00
HIS-001593,OPP-00356,1,2,2026-03-28 05:23:04,USR-0026,2026-04-01 05:30:00
HIS-001594,OPP-00356,2,3,2026-03-31 01:02:15,USR-0026,2026-04-01 05:30:00
HIS-001595,OPP-00357,0,1,2025-12-22 10:05:19,USR-0030,2026-04-01 05:30:00
HIS-001596,OPP-00357,1,2,2025-12-28 14:03:51,USR-0030,2026-04-01 05:30:00
HIS-001597,OPP-00357,2,3,2026-01-03 17:10:05,USR-0030,2026-04-01 05:30:00
HIS-001598,OPP-00357,3,4,2026-01-11 18:13:26,USR-0030,2026-04-01 05:30:00
HIS-001599,OPP-00357,4,6,2026-01-22 21:16:43,USR-0030,2026-04-01 05:30:00
HIS-001600,OPP-00358,0,1,2025-10-24 16:17:39,USR-0028,2026-04-01 05:30:00
HIS-001601,OPP-00358,1,2,2025-11-21 10:23:43,USR-0028,2026-04-01 05:30:00
HIS-001602,OPP-00358,2,3,2025-11-24 00:52:11,USR-0028,2026-04-01 05:30:00
HIS-001603,OPP-00358,3,4,2025-12-17 04:28:22,USR-0028,2026-04-01 05:30:00
HIS-001604,OPP-00358,4,6,2025-12-17 17:43:07,USR-0028,2026-04-01 05:30:00
HIS-001605,OPP-00359,0,1,2025-09-20 15:58:56,USR-0024,2026-04-01 05:30:00
HIS-001606,OPP-00359,1,2,2025-09-28 22:11:46,USR-0024,2026-04-01 05:30:00
HIS-001607,OPP-00359,2,3,2025-10-07 03:30:17,USR-0024,2026-04-01 05:30:00
HIS-001608,OPP-00359,3,4,2025-10-07 14:13:48,USR-0024,2026-04-01 05:30:00
HIS-001609,OPP-00359,4,5,2025-10-19 11:14:36,USR-0024,2026-04-01 05:30:00
HIS-001610,OPP-00360,0,1,2026-02-02 05:37:56,USR-0026,2026-04-01 05:30:00
HIS-001611,OPP-00360,1,2,2026-02-14 04:57:58,USR-0026,2026-04-01 05:30:00
HIS-001612,OPP-00360,2,3,2026-02-15 23:45:57,USR-0026,2026-04-01 05:30:00
HIS-001613,OPP-00360,3,4,2026-02-16 14:48:30,USR-0026,2026-04-01 05:30:00
HIS-001614,OPP-00360,4,5,2026-02-18 10:28:17,USR-0026,2026-04-01 05:30:00
HIS-001615,OPP-00361,0,1,2026-03-04 00:47:35,USR-0023,2026-04-01 05:30:00
HIS-001616,OPP-00361,1,2,2026-03-28 21:37:44,USR-0023,2026-04-01 05:30:00
HIS-001617,OPP-00361,2,3,2026-03-29 00:53:42,USR-0023,2026-04-01 05:30:00
HIS-001618,OPP-00361,3,4,2026-03-31 09:15:09,USR-0023,2026-04-01 05:30:00
HIS-001619,OPP-00362,0,1,2026-01-26 05:17:47,USR-0033,2026-04-01 05:30:00
HIS-001620,OPP-00362,1,2,2026-02-09 03:37:41,USR-0033,2026-04-01 05:30:00
HIS-001621,OPP-00362,2,3,2026-02-13 12:37:34,USR-0033,2026-04-01 05:30:00
HIS-001622,OPP-00362,3,4,2026-03-05 13:05:26,USR-0033,2026-04-01 05:30:00
HIS-001623,OPP-00362,4,6,2026-03-05 15:34:22,USR-0033,2026-03-04 15:34:22
HIS-001624,OPP-00363,0,1,2026-01-02 06:20:36,USR-0024,2026-04-01 05:30:00
HIS-001625,OPP-00363,1,2,2026-02-11 02:21:40,USR-0024,2026-04-01 05:30:00
HIS-001626,OPP-00363,2,3,2026-02-20 07:36:46,USR-0024,2026-04-01 05:30:00
HIS-001627,OPP-00363,3,4,2026-03-23 03:31:07,USR-0024,2026-03-22 03:31:07
HIS-001628,OPP-00364,0,1,2026-02-02 02:25:55,USR-0028,2026-04-01 05:30:00
HIS-001629,OPP-00364,1,2,2026-02-04 07:43:13,USR-0028,2026-04-01 05:30:00
HIS-001630,OPP-00364,2,3,2026-02-06 13:02:59,USR-0028,2026-04-01 05:30:00
HIS-001631,OPP-00364,3,4,2026-02-14 15:59:47,USR-0028,2026-02-13 15:59:47
HIS-001632,OPP-00364,4,6,2026-02-16 03:27:18,USR-0028,2026-04-01 05:30:00
HIS-001633,OPP-00365,0,1,2025-09-14 09:31:00,USR-0026,2026-04-01 05:30:00
HIS-001634,OPP-00365,1,2,2025-10-02 01:11:50,USR-0026,2026-04-01 05:30:00
HIS-001635,OPP-00365,2,3,2025-10-08 08:22:53,USR-0026,2026-04-01 05:30:00
HIS-001636,OPP-00365,3,4,2025-10-16 23:51:49,USR-0026,2026-04-01 05:30:00
HIS-001637,OPP-00365,4,6,2025-10-18 18:04:52,USR-0026,2026-04-01 05:30:00
HIS-001638,OPP-00366,0,1,2025-09-20 02:31:23,USR-0034,2026-04-01 05:30:00
HIS-001639,OPP-00366,1,2,2025-10-17 01:04:33,USR-0034,2026-04-01 05:30:00
HIS-001640,OPP-00366,2,3,2025-10-17 10:31:11,USR-0034,2026-04-01 05:30:00
HIS-001641,OPP-00366,3,4,2025-10-17 23:57:41,USR-0034,2026-04-01 05:30:00
HIS-001642,OPP-00366,4,5,2025-10-18 21:12:20,USR-0034,2026-04-01 05:30:00
HIS-001643,OPP-00367,0,1,2026-03-21 11:13:57,USR-0034,2026-04-01 05:30:00
HIS-001644,OPP-00368,0,1,2025-09-15 03:13:15,USR-0025,2026-04-01 05:30:00
HIS-001645,OPP-00368,1,2,2025-09-22 03:12:23,USR-0025,2026-04-01 05:30:00
HIS-001646,OPP-00368,2,3,2025-09-26 00:35:19,USR-0025,2026-04-01 05:30:00
HIS-001647,OPP-00368,3,4,2025-09-27 02:23:52,USR-0025,2026-04-01 05:30:00
HIS-001648,OPP-00368,4,6,2025-09-28 02:39:05,USR-0025,2026-04-01 05:30:00
HIS-001649,OPP-00369,0,1,2025-11-15 01:26:03,USR-0026,2026-04-01 05:30:00
HIS-001650,OPP-00369,1,2,2025-11-21 19:41:19,USR-0026,2026-04-01 05:30:00
HIS-001651,OPP-00369,2,3,2025-11-24 05:46:41,USR-0026,2026-04-01 05:30:00
HIS-001652,OPP-00369,3,4,2025-12-05 01:10:59,USR-0026,2026-04-01 05:30:00
HIS-001653,OPP-00369,4,5,2025-12-07 12:23:49,USR-0026,2026-04-01 05:30:00
HIS-001654,OPP-00370,0,1,2026-03-26 09:39:00,USR-0025,2026-04-01 05:30:00
HIS-001655,OPP-00371,0,1,2025-12-28 14:35:01,USR-0034,2026-04-01 05:30:00
HIS-001656,OPP-00371,1,2,2026-02-17 12:46:48,USR-0034,2026-04-01 05:30:00
HIS-001657,OPP-00371,2,3,2026-03-02 09:39:56,USR-0034,2026-04-01 05:30:00
HIS-001658,OPP-00371,3,4,2026-03-06 00:44:25,USR-0034,2026-04-01 05:30:00
HIS-001659,OPP-00371,4,5,2026-03-06 03:20:41,USR-0034,2026-03-05 03:20:41
HIS-001660,OPP-00372,0,1,2025-12-29 17:25:57,USR-0023,2026-04-01 05:30:00
HIS-001661,OPP-00372,1,2,2026-01-31 03:14:17,USR-0023,2026-04-01 05:30:00
HIS-001662,OPP-00372,2,3,2026-02-01 02:40:45,USR-0023,2026-04-01 05:30:00
HIS-001663,OPP-00372,3,4,2026-02-06 01:02:22,USR-0023,2026-04-01 05:30:00
HIS-001664,OPP-00372,4,6,2026-02-09 17:39:54,USR-0023,2026-04-01 05:30:00
HIS-001665,OPP-00373,0,1,2026-02-24 03:00:01,USR-0026,2026-04-01 05:30:00
HIS-001666,OPP-00373,1,2,2026-03-11 02:11:59,USR-0026,2026-04-01 05:30:00
HIS-001667,OPP-00373,2,3,2026-03-11 16:26:18,USR-0026,2026-04-01 05:30:00
HIS-001668,OPP-00373,3,4,2026-03-15 12:20:51,USR-0026,2026-04-01 05:30:00
HIS-001669,OPP-00373,4,5,2026-03-17 02:56:28,USR-0026,2026-04-01 05:30:00
HIS-001670,OPP-00374,0,1,2026-01-02 21:57:15,USR-0023,2026-04-01 05:30:00
HIS-001671,OPP-00374,1,2,2026-01-09 11:04:49,USR-0023,2026-04-01 05:30:00
HIS-001672,OPP-00374,2,3,2026-01-09 12:10:12,USR-0023,2026-04-01 05:30:00
HIS-001673,OPP-00374,3,4,2026-01-10 19:53:11,USR-0023,2026-04-01 05:30:00
HIS-001674,OPP-00374,4,5,2026-01-12 14:07:53,USR-0023,2026-01-11 14:07:53
HIS-001675,OPP-00375,0,1,2026-02-18 15:14:35,USR-0026,2026-04-01 05:30:00
HIS-001676,OPP-00375,1,2,2026-03-05 06:27:11,USR-0026,2026-04-01 05:30:00
HIS-001677,OPP-00375,2,3,2026-03-09 13:46:11,USR-0026,2026-04-01 05:30:00
HIS-001678,OPP-00375,3,4,2026-03-09 15:52:55,USR-0026,2026-03-08 15:52:55
HIS-001679,OPP-00375,4,6,2026-03-09 19:13:50,USR-0026,2026-04-01 05:30:00
HIS-001680,OPP-00376,0,1,2026-02-13 13:08:11,USR-0036,2026-04-01 05:30:00
HIS-001681,OPP-00376,1,2,2026-03-09 20:59:29,USR-0036,2026-04-01 05:30:00
HIS-001682,OPP-00376,2,3,2026-03-16 08:13:26,USR-0036,2026-04-01 05:30:00
HIS-001683,OPP-00376,3,4,2026-03-25 23:06:42,USR-0036,2026-04-01 05:30:00
HIS-001684,OPP-00377,0,1,2025-12-07 04:12:22,USR-0029,2026-04-01 05:30:00
HIS-001685,OPP-00377,1,2,2025-12-17 07:30:15,USR-0029,2026-04-01 05:30:00
HIS-001686,OPP-00377,2,3,2025-12-19 05:54:52,USR-0029,2026-04-01 05:30:00
HIS-001687,OPP-00377,3,4,2025-12-20 07:45:23,USR-0029,2026-04-01 05:30:00
HIS-001688,OPP-00377,4,5,2025-12-27 07:13:33,USR-0029,2026-04-01 05:30:00
HIS-001689,OPP-00378,0,1,2025-10-07 01:20:27,USR-0032,2026-04-01 05:30:00
HIS-001690,OPP-00378,1,2,2025-10-22 00:48:41,USR-0032,2026-04-01 05:30:00
HIS-001691,OPP-00378,2,3,2025-11-20 17:58:25,USR-0032,2026-04-01 05:30:00
HIS-001692,OPP-00378,3,4,2025-11-29 23:26:50,USR-0032,2026-04-01 05:30:00
HIS-001693,OPP-00378,4,5,2025-12-12 18:20:51,USR-0032,2026-04-01 05:30:00
HIS-001694,OPP-00379,0,1,2026-01-29 01:42:36,USR-0024,2026-04-01 05:30:00
HIS-001695,OPP-00379,1,2,2026-02-05 16:10:02,USR-0024,2026-04-01 05:30:00
