opp_id,account_id,owner_id,opp_name,opp_stage,opp_stage_num,opp_amount,currency,opp_type,lead_source,is_partner_sourced,created_date,close_date,is_won,is_closed,is_test,source_hs_contact_id,source_sf_lead_id,_synced_at
OPP-00247,ACC-00178,USR-0025,Williams-Brown - New Business #00247,Closed Won,5,7539.23,USD,New Business,Event,false,2026-01-22,2026-02-25,true,true,false,HS-003147,LEAD-003147,2026-04-01 05:30:00
OPP-00248,ACC-01170,USR-0028,"Gray, Montoya and Miller - New Business #00248",Closed Lost,6,4326.81,USD,New Business,Partner,true,2026-01-15,2026-02-26,false,true,false,HS-003160,LEAD-003160,2026-04-01 05:30:00
OPP-00249,ACC-00480,USR-0026,Johnson and Sons - New Business #00249,Closed Lost,6,1460.64,USD,New Business,Paid,false,2026-02-08,2026-03-12,false,true,false,HS-003166,LEAD-003166,2026-04-01 05:30:00
OPP-00250,ACC-01064,USR-0035,Curry-Barker - New Business #00250,Proposal,3,112436.17,USD,New Business,Content,false,2025-12-26,,false,false,false,HS-003167,LEAD-003167,2026-04-01 05:30:00
OPP-00251,ACC-00398,USR-0025,Davis-Gregory - New Business #00251,Closed Lost,6,,USD,New Business,Paid,false,2025-12-08,2025-12-20,false,true,false,HS-003173,LEAD-003173,2026-04-01 05:30:00
OPP-00252,ACC-00567,USR-0028,"Hill, Martinez and Rhodes - New Business #00252",Closed Lost,6,4170.73,USD,New Business,Inbound,false,2026-03-06,2026-03-28,false,true,false,HS-003177,LEAD-003177,2026-04-01 05:30:00
OPP-00253,ACC-00025,USR-0027,Morton-Chase - New Business #00253,Closed Lost,6,2301.79,USD,New Business,Outbound,false,2025-10-21,2025-11-24,false,true,false,HS-003184,LEAD-003184,2026-04-01 05:30:00
OPP-00254,ACC-00090,USR-0024,"Parker, Ortiz and Powell - New Business #00254",Closed Won,5,20157.25,USD,New Business,Content,false,2025-11-24,2025-12-20,true,true,false,HS-003191,LEAD-003191,2026-04-01 05:30:00
OPP-00255,ACC-00551,USR-0030,"Harvey, Randall and Hernandez - New Business #00255",Demo,2,,USD,New Business,Inbound,false,2026-02-25,,false,false,false,HS-003194,LEAD-003194,2026-04-01 05:30:00
OPP-00256,ACC-00948,USR-0023,Mendez PLC - New Business #00256,Closed Lost,6,2887.76,USD,New Business,Inbound,false,2025-12-13,2026-01-12,false,true,false,HS-003203,LEAD-003203,2026-04-01 05:30:00
OPP-00257,ACC-00141,USR-0023,"Gould, Marshall and Scott - New Business #00257",Closed Lost,6,6158.53,USD,New Business,Referral,false,2025-10-01,2025-11-04,false,true,false,HS-003208,LEAD-003208,2026-04-01 05:30:00
OPP-00258,ACC-01101,USR-0025,Thomas-Huffman - New Business #00258,Closed Lost,6,2536.31,USD,New Business,Partner,true,2026-02-15,2026-03-15,false,true,false,HS-003214,LEAD-003214,2026-04-01 05:30:00
OPP-00259,ACC-00136,USR-0033,Curry Inc - New Business #00259,Discovery,1,12485.75,USD,New Business,Outbound,false,2026-03-24,,false,false,false,HS-003216,LEAD-003216,2026-04-01 05:30:00
OPP-00260,ACC-00370,USR-0033,Kim Inc - New Business #00260,Demo,2,12265.95,USD,New Business,Paid,false,2026-01-30,,false,false,false,HS-003218,LEAD-003218,2026-04-01 05:30:00
OPP-00261,ACC-00288,USR-0025,Harvey PLC - New Business #00261,Closed Lost,6,5327.45,USD,New Business,Inbound,false,2025-10-01,2025-10-16,false,true,false,HS-003220,LEAD-003220,2026-04-01 05:30:00
OPP-00262,ACC-01088,USR-0029,"Evans, Jackson and Sandoval - New Business #00262",Closed Won,5,7826.00,USD,New Business,Outbound,false,2026-01-10,2026-02-13,true,true,false,HS-003225,LEAD-003225,2026-04-01 05:30:00
OPP-00263,ACC-00126,USR-0023,"Hurst, Freeman and Nelson - New Business #00263",Discovery,1,4157.24,USD,New Business,Paid,false,2026-03-25,,false,false,false,HS-003243,LEAD-003243,2026-04-01 05:30:00
OPP-00264,ACC-01160,USR-0033,"Saunders, Ray and Cunningham - New Business #00264",Closed Lost,6,16593.60,USD,New Business,Inbound,false,2025-12-13,2026-01-31,false,true,false,HS-003245,LEAD-003245,2026-04-01 05:30:00
OPP-00265,ACC-00948,,Mendez PLC - New Business #00265,Closed Won,5,10612.28,USD,New Business,Event,false,2025-10-31,2025-11-18,true,true,false,HS-003247,LEAD-003247,2026-04-01 05:30:00
OPP-00266,ACC-00410,USR-0026,"Wise, Conley and Stephenson - New Business #00266",Closed Won,5,5174.64,USD,New Business,Content,false,2025-10-09,2025-12-08,true,true,false,HS-003257,LEAD-003257,2026-04-01 05:30:00
OPP-00267,ACC-00595,USR-0028,Thompson Ltd - New Business #00267,Closed Lost,6,1776.70,USD,New Business,Inbound,false,2026-01-05,2026-02-04,false,true,false,HS-003258,LEAD-003258,2026-04-01 05:30:00
OPP-00268,ACC-00267,USR-0028,Armstrong-Andrews - New Business #00268,Closed Lost,6,7090.60,USD,New Business,Outbound,false,2025-10-05,2025-10-24,false,true,false,HS-003287,LEAD-003287,2026-04-01 05:30:00
OPP-00269,ACC-00683,USR-0035,Mann Inc - New Business #00269,Closed Lost,6,105317.18,USD,New Business,Partner,true,2025-12-08,2026-01-19,false,true,false,HS-003293,LEAD-003293,2026-04-01 05:30:00
OPP-00270,ACC-00904,USR-0026,Wood LLC - New Business #00270,Closed Lost,6,3153.42,USD,New Business,Event,false,2026-02-21,2026-03-09,false,true,false,HS-003332,LEAD-003332,2026-04-01 05:30:00
OPP-00271,ACC-00168,USR-0034,Holt-Torres - New Business #00271,Closed Lost,6,24784.67,USD,New Business,Event,false,2025-11-24,2026-01-29,false,true,false,HS-003363,LEAD-003363,2026-04-01 05:30:00
OPP-00272,ACC-00835,USR-0023,Alexander Inc - New Business #00272,Closed Lost,6,10207.60,USD,New Business,Outbound,false,2026-01-07,2026-02-04,false,true,false,HS-003367,LEAD-003367,2026-04-01 05:30:00
OPP-00273,ACC-00559,USR-0034,Fox-Edwards - New Business #00273,Closed Lost,6,26190.44,USD,New Business,Inbound,false,2026-02-21,2026-03-29,false,true,false,HS-003390,LEAD-003390,2026-04-01 05:30:00
OPP-00274,ACC-00510,USR-0035,"Baker, Clark and Armstrong - New Business #00274",Negotiation,4,94097.82,USD,New Business,Inbound,false,2026-01-09,,false,false,false,HS-003424,LEAD-003424,2026-04-01 05:30:00
OPP-00275,ACC-00011,USR-0025,Walker LLC - New Business #00275,Closed Lost,6,7429.34,USD,New Business,Outbound,false,2025-11-09,2025-11-24,false,true,false,HS-003430,LEAD-003430,2026-04-01 05:30:00
OPP-00276,ACC-00357,USR-0023,"Estrada, Williams and Foster - New Business #00276",Closed Lost,6,5670.88,USD,New Business,Paid,false,2025-12-25,2026-01-21,false,true,false,HS-003443,LEAD-003443,2026-04-01 05:30:00
OPP-00277,ACC-00775,USR-0034,Lopez Ltd - New Business #00277,Discovery,1,32756.18,USD,New Business,Partner,true,2026-03-29,,false,false,false,HS-003450,LEAD-003450,2026-04-01 05:30:00
OPP-00278,ACC-00904,USR-0024,Wood LLC - New Business #00278,Closed Won,5,8011.91,USD,New Business,Content,false,2025-11-11,2025-11-29,true,true,false,HS-003454,LEAD-003454,2026-04-01 05:30:00
OPP-00279,ACC-00651,USR-0028,Atkinson LLC - New Business #00279,Closed Lost,6,5096.22,USD,New Business,Outbound,false,2025-09-10,2025-09-25,false,true,false,HS-003486,LEAD-003486,2026-04-01 05:30:00
OPP-00280,ACC-00934,USR-0028,"Adkins, Wright and Murray - New Business #00280",Negotiation,4,10834.81,USD,New Business,Inbound,false,2026-03-24,,false,false,false,HS-003488,LEAD-003488,2026-04-01 05:30:00
OPP-00281,ACC-00509,USR-0023,Miller Ltd - New Business #00281,Closed Lost,6,7935.48,USD,New Business,Referral,false,2026-01-04,2026-01-27,false,true,false,HS-003503,LEAD-003503,2026-04-01 05:30:00
OPP-00282,ACC-00213,USR-0027,"Garcia, Martin and Jenkins - New Business #00282",Closed Won,5,2111.44,USD,New Business,Outbound,false,2025-12-26,2026-01-12,true,true,false,HS-003514,LEAD-003514,2026-04-01 05:30:00
OPP-00283,ACC-00546,USR-0036,Whitney PLC - New Business #00283,Closed Lost,6,45077.71,USD,New Business,Inbound,false,2025-12-04,2026-01-17,false,true,false,HS-003516,LEAD-003516,2026-04-01 05:30:00
OPP-00284,ACC-00207,USR-0029,"Matthews, Smith and Hubbard - New Business #00284",Closed Won,5,5983.42,USD,New Business,Outbound,false,2026-02-25,2026-03-22,true,true,false,HS-003537,LEAD-003537,2026-04-01 05:30:00
OPP-00285,ACC-00919,USR-0023,Bates-Anderson - New Business #00285,Closed Won,5,4730.75,USD,New Business,Outbound,false,2025-12-03,2026-01-05,true,true,false,HS-003599,LEAD-003599,2026-04-01 05:30:00
OPP-00286,ACC-00445,USR-0028,Jones-Fox - New Business #00286,Closed Lost,6,1375.35,USD,New Business,Content,false,2025-12-27,2026-01-30,false,true,false,HS-003610,LEAD-003610,2026-04-01 05:30:00
OPP-00287,ACC-01180,USR-0035,Moran-Cox - New Business #00287,Demo,2,124221.17,USD,New Business,Outbound,false,2026-02-11,,false,false,false,HS-003611,LEAD-003611,2026-04-01 05:30:00
OPP-00288,ACC-00802,USR-0029,Cunningham-Barton - New Business #00288,Closed Lost,6,1300.04,USD,New Business,Inbound,false,2026-01-30,2026-02-10,false,true,false,HS-003616,LEAD-003616,2026-04-01 05:30:00
OPP-00289,ACC-00130,USR-0025,Meadows PLC - New Business #00289,Closed Won,5,10244.40,USD,New Business,Paid,false,2025-11-08,2025-12-02,true,true,false,HS-003622,LEAD-003622,2026-04-01 05:30:00
OPP-00290,ACC-01134,USR-0024,Decker-Dudley - New Business #00290,Closed Lost,6,0.00,USD,New Business,Inbound,false,2025-10-01,2025-11-17,false,true,false,HS-003625,LEAD-003625,2026-04-01 05:30:00
OPP-00291,ACC-00159,USR-0034,Christensen PLC - New Business #00291,Closed Lost,6,60858.56,USD,New Business,Inbound,false,2025-11-28,2026-01-15,false,true,false,HS-003629,LEAD-003629,2026-04-01 05:30:00
OPP-00292,ACC-00690,,Rodriguez Inc - New Business #00292,Closed Won,5,20355.73,USD,New Business,Paid,false,2025-11-21,2026-01-07,true,true,false,HS-003639,LEAD-003639,2026-04-01 05:30:00
OPP-00293,ACC-00107,USR-0025,"Holmes, Williams and Wright - New Business #00293",Discovery,1,5895.96,USD,New Business,Referral,false,2026-03-23,,false,false,false,HS-003650,LEAD-003650,2026-04-01 05:30:00
OPP-00294,ACC-00836,USR-0029,Harris-Barker - New Business #00294,Closed Won,5,6127.61,USD,New Business,Event,false,2026-01-23,2026-02-19,true,true,false,HS-003656,LEAD-003656,2026-04-01 05:30:00
OPP-00295,ACC-01001,USR-0032,Wheeler-Austin - New Business #00295,Proposal,3,11482.57,USD,New Business,Inbound,false,2026-02-11,,false,false,false,HS-003657,LEAD-003657,2026-04-01 05:30:00
OPP-00296,ACC-00639,USR-0029,"Powers, Brennan and Sanchez - New Business #00296",Closed Won,5,,USD,New Business,Inbound,false,2026-02-20,2026-03-17,true,true,false,HS-003665,LEAD-003665,2026-04-01 05:30:00
OPP-00297,ACC-00924,USR-0032,Moore and Sons - New Business #00297,Negotiation,4,12058.60,USD,New Business,Content,false,2025-12-10,,false,false,false,HS-003680,LEAD-003680,2026-04-01 05:30:00
OPP-00298,ACC-01105,USR-0029,Johnston and Sons - New Business #00298,Negotiation,4,4630.82,USD,New Business,Outbound,false,2026-02-26,,false,false,false,HS-003684,LEAD-003684,2026-04-01 05:30:00
OPP-00299,ACC-00930,USR-0024,Hernandez-Dawson - New Business #00299,Closed Lost,6,10638.47,USD,New Business,Outbound,false,2025-11-14,2025-12-24,false,true,false,HS-003688,LEAD-003688,2026-04-01 05:30:00
OPP-00300,ACC-00604,USR-0023,Sullivan PLC - New Business #00300,Closed Won,5,9175.35,USD,New Business,Outbound,false,2026-01-10,2026-01-25,true,true,false,HS-003735,LEAD-003735,2026-04-01 05:30:00
OPP-00301,ACC-00276,USR-0023,"Diaz, Anderson and Browning - New Business #00301",Closed Lost,6,6626.97,USD,New Business,Paid,false,2025-12-28,2026-01-06,false,true,false,HS-003744,LEAD-003744,2026-04-01 05:30:00
OPP-00302,ACC-01095,USR-0028,Ruiz Ltd - New Business #00302,Negotiation,4,5471.08,USD,New Business,Paid,false,2026-03-21,,false,false,false,HS-003766,LEAD-003766,2026-04-01 05:30:00
OPP-00303,ACC-00251,USR-0025,Young Ltd - New Business #00303,Closed Lost,6,1878.70,USD,New Business,Outbound,false,2025-12-01,2026-01-06,false,true,false,HS-003789,LEAD-003789,2026-04-01 05:30:00
OPP-00304,ACC-00860,USR-0034,Wright PLC - New Business #00304,Discovery,1,16172.92,USD,New Business,Content,false,2026-03-31,,false,false,false,HS-003808,LEAD-003808,2026-04-01 05:30:00
OPP-00305,ACC-00854,USR-0032,Bell-Lewis - New Business #00305,Closed Won,5,19312.20,USD,New Business,Inbound,false,2025-10-06,2025-11-27,true,true,false,HS-003819,LEAD-003819,2026-04-01 05:30:00
OPP-00306,ACC-01064,USR-0035,Curry-Barker - New Business #00306,Discovery,1,69703.76,USD,New Business,Event,false,2026-02-17,,false,false,false,HS-003847,LEAD-003847,2026-04-01 05:30:00
OPP-00307,ACC-00928,USR-0025,Aguirre LLC - New Business #00307,Closed Lost,6,3504.25,USD,New Business,Inbound,false,2025-10-11,2026-01-12,false,true,false,HS-003868,LEAD-003868,2026-04-01 05:30:00
OPP-00307D,ACC-00928,USR-0025,Aguirre LLC - New Business #00307,Closed Lost,6,,USD,New Business,Inbound,false,2025-10-11,2026-01-12,false,true,false,HS-003868,LEAD-003868,2026-04-01 05:30:00
OPP-00308,ACC-00978,USR-0026,Conner-Yu - New Business #00308,Closed Lost,6,5055.64,USD,New Business,Inbound,false,2026-01-17,2026-02-26,false,true,false,HS-003869,LEAD-003869,2026-04-01 05:30:00
OPP-00309,ACC-00332,USR-0029,Reynolds Ltd - New Business #00309,Demo,2,9258.40,USD,New Business,Inbound,false,2026-03-10,,false,false,false,HS-003879,LEAD-003879,2026-04-01 05:30:00
OPP-00310,ACC-00932,USR-0024,Green-Ewing - New Business #00310,Closed Won,5,3893.56,USD,New Business,Inbound,false,2025-12-15,2026-02-16,true,true,false,HS-003902,LEAD-003902,2026-04-01 05:30:00
OPP-00311,ACC-00130,USR-0024,Meadows PLC - New Business #00311,Demo,2,8676.36,USD,New Business,Inbound,false,2026-03-13,,false,false,false,HS-003928,LEAD-003928,2026-04-01 05:30:00
OPP-00312,ACC-00183,USR-0029,Wilson-Jones - New Business #00312,Closed Lost,6,2052.33,USD,New Business,Paid,false,2025-11-27,2026-01-14,false,true,false,HS-003932,LEAD-003932,2026-04-01 05:30:00
OPP-00313,ACC-01086,USR-0028,"Reeves, Parks and Little - New Business #00313",Closed Lost,6,4315.85,USD,New Business,Outbound,false,2025-11-18,2025-12-16,false,true,false,HS-003939,LEAD-003939,2026-04-01 05:30:00
OPP-00314,ACC-00993,USR-0027,"Barnes, Jackson and Gutierrez - New Business #00314",Closed Lost,6,7049.04,USD,New Business,Inbound,false,2025-09-09,2025-10-03,false,true,false,HS-003961,LEAD-003961,2026-04-01 05:30:00
OPP-00315,ACC-00240,USR-0032,Garner-Thornton - New Business #00315,Closed Won,5,32940.46,USD,New Business,Content,false,2025-12-08,2026-01-02,true,true,false,HS-003967,LEAD-003967,2026-04-01 05:30:00
OPP-00316,ACC-00406,USR-0034,"Henderson, Cox and Cox - New Business #00316",Closed Won,5,37631.49,USD,New Business,Content,false,2026-01-05,2026-02-28,true,true,false,HS-003974,LEAD-003974,2026-04-01 05:30:00
OPP-00317,ACC-00320,USR-0026,Henry Group - New Business #00317,Discovery,1,3659.11,USD,New Business,Inbound,false,2026-03-30,,false,false,false,HS-003978,LEAD-003978,2026-04-01 05:30:00
OPP-00318,ACC-00809,USR-0025,Gonzales Inc - New Business #00318,Closed Lost,6,6675.57,USD,New Business,Event,false,2025-12-20,2026-01-19,false,true,false,HS-003980,LEAD-003980,2026-04-01 05:30:00
OPP-00319,ACC-00839,USR-0024,Pena LLC - New Business #00319,Closed Won,5,7493.30,USD,New Business,Outbound,false,2025-12-12,2026-01-02,true,true,false,HS-003982,LEAD-003982,2026-04-01 05:30:00
OPP-00320,ACC-00733,USR-0036,Fisher-Washington - New Business #00320,Demo,2,90299.25,USD,New Business,Outbound,false,2026-03-05,,false,false,false,HS-003996,LEAD-003996,2026-04-01 05:30:00
OPP-00321,ACC-01122,USR-0026,Brooks Ltd - New Business #00321,Closed Lost,6,2501.83,USD,New Business,Inbound,false,2025-10-06,2025-10-31,false,true,false,HS-003997,LEAD-003997,2026-04-01 05:30:00
OPP-00322,ACC-00881,USR-0029,Wilson-Salazar - New Business #00322,Closed Lost,6,4900.79,USD,New Business,Content,false,2026-02-22,2026-03-20,false,true,false,HS-004017,LEAD-004017,2026-04-01 05:30:00
OPP-00323,ACC-00814,USR-0025,"Bell, Campbell and Ryan - New Business #00323",Closed Lost,6,7985.84,EUR,New Business,Content,false,2026-03-12,2026-03-20,false,true,false,HS-004026,LEAD-004026,2026-04-01 05:30:00
OPP-00324,ACC-00639,USR-0025,"Powers, Brennan and Sanchez - New Business #00324",Closed Won,5,3462.47,USD,New Business,Referral,false,2025-09-29,2025-10-11,true,true,false,HS-004031,LEAD-004031,2026-04-01 05:30:00
OPP-00325,ACC-01176,,"Walsh, Wu and Hart - New Business #00325",Closed Lost,6,3954.16,USD,New Business,Outbound,false,2026-01-21,2026-03-08,false,true,false,HS-004034,LEAD-004034,2026-04-01 05:30:00
OPP-00326,ACC-01070,USR-0024,"Owen, Walker and Franklin - New Business #00326",Negotiation,4,3695.17,USD,New Business,Partner,true,2026-03-10,,false,false,false,HS-004035,LEAD-004035,2026-04-01 05:30:00
OPP-00327,ACC-00646,,"Fry, Hobbs and Buck - New Business #00327",Closed Lost,6,3223.01,USD,New Business,Partner,true,2026-01-30,2026-02-21,false,true,false,HS-004062,LEAD-004062,2026-04-01 05:30:00
OPP-00328,ACC-00368,USR-0028,Jackson-Meza - New Business #00328,Proposal,3,4698.72,USD,New Business,Event,false,2026-01-27,,false,false,false,HS-004070,LEAD-004070,2026-04-01 05:30:00
OPP-00329,ACC-00664,USR-0028,Sanders and Sons - New Business #00329,Closed Lost,6,2588.54,USD,New Business,Inbound,false,2026-03-11,2026-03-27,false,true,false,HS-004072,LEAD-004072,2026-04-01 05:30:00
OPP-00330,ACC-00551,USR-0030,"Harvey, Randall and Hernandez - New Business #00330",Closed Lost,6,11308.53,USD,New Business,Inbound,false,2025-12-30,2026-02-12,false,true,false,HS-004079,LEAD-004079,2026-04-01 05:30:00
OPP-00331,ACC-00248,USR-0029,"Miller, Murphy and Craig - New Business #00331",Closed Lost,6,4105.21,USD,New Business,Referral,false,2025-11-30,2025-12-22,false,true,false,HS-004084,LEAD-004084,2026-04-01 05:30:00
OPP-00332,ACC-00555,USR-0024,Shaw-Carr - New Business #00332,Closed Lost,6,1845.33,USD,New Business,Content,false,2026-03-01,2026-03-24,false,true,false,HS-004099,LEAD-004099,2026-04-01 05:30:00
OPP-00333,ACC-00034,USR-0032,Novak PLC - New Business #00333,Closed Won,5,28966.52,USD,New Business,Content,false,2025-12-18,2026-01-14,true,true,false,HS-004103,LEAD-004103,2026-04-01 05:30:00
OPP-00334,ACC-01071,USR-0034,Marquez-Fletcher - New Business #00334,Closed Lost,6,21722.43,USD,New Business,Outbound,false,2025-12-06,2026-01-24,false,true,false,HS-004104,LEAD-004104,2026-04-01 05:30:00
OPP-00335,ACC-00459,USR-0026,Kelly-Norman - New Business #00335,Closed Lost,6,3373.49,USD,New Business,Inbound,false,2025-09-10,2025-10-16,false,true,false,HS-004113,LEAD-004113,2026-04-01 05:30:00
OPP-00336,ACC-01183,USR-0024,"Brandt, Carter and Boyd - New Business #00336",Closed Lost,6,10452.40,USD,New Business,Outbound,false,2025-10-20,2025-11-16,false,true,false,HS-004114,LEAD-004114,2026-04-01 05:30:00
OPP-00337,ACC-00116,USR-0036,"Mitchell, Nelson and Flores - New Business #00337",Closed Lost,6,61418.53,USD,New Business,Outbound,false,2025-11-09,2026-02-05,false,true,false,HS-004134,LEAD-004134,2026-04-01 05:30:00
OPP-00338,ACC-00206,USR-0023,Davis Ltd - New Business #00338,Closed Lost,6,3241.82,USD,New Business,Content,false,2025-10-30,2025-12-16,false,true,false,HS-004138,LEAD-004138,2026-04-01 05:30:00
OPP-00339,ACC-00105,USR-0026,Stafford Inc - New Business #00339,Closed Lost,6,,USD,New Business,Inbound,false,2026-02-25,2026-03-18,false,true,false,HS-004149,LEAD-004149,2026-04-01 05:30:00
OPP-00340,ACC-00742,USR-0025,Faulkner-Casey - New Business #00340,Closed Lost,6,5608.71,USD,New Business,Content,false,2025-10-13,2025-11-02,false,true,false,HS-004178,LEAD-004178,2026-04-01 05:30:00
OPP-00341,ACC-00053,USR-0023,Newton and Sons - New Business #00341,Closed Lost,6,5663.70,USD,New Business,Inbound,false,2025-12-01,2025-12-18,false,true,false,HS-004217,LEAD-004217,2026-04-01 05:30:00
OPP-00342,ACC-00941,USR-0025,Davis LLC - New Business #00342,Closed Lost,6,8513.81,USD,New Business,Outbound,false,2025-12-08,2026-01-03,false,true,false,HS-004234,LEAD-004234,2026-04-01 05:30:00
OPP-00343,ACC-00243,USR-0025,"Sanford, Rivera and Garcia - New Business #00343",Closed Won,5,4360.98,USD,New Business,Outbound,false,2025-10-14,2025-11-25,true,true,false,HS-004246,LEAD-004246,2026-04-01 05:30:00
OPP-00344,ACC-00307,USR-0025,Willis and Sons - New Business #00344,Closed Lost,6,4987.92,USD,New Business,Content,false,2025-11-18,2025-12-09,false,true,false,HS-004254,LEAD-004254,2026-04-01 05:30:00
OPP-00345,ACC-00671,USR-0024,Tran-Silva - New Business #00345,Closed Lost,6,4638.01,USD,New Business,Content,false,2025-10-27,2025-11-06,false,true,false,HS-004261,LEAD-004261,2026-04-01 05:30:00
OPP-00346,ACC-00512,USR-0023,May-Turner - New Business #00346,Closed Lost,6,2994.58,USD,New Business,Outbound,false,2025-11-03,2025-12-04,false,true,false,HS-004263,LEAD-004263,2026-04-01 05:30:00
OPP-00347,ACC-00260,,"Thomas, Murray and King - New Business #00347",Closed Lost,6,4389.85,USD,New Business,Content,false,2025-12-23,2026-01-18,false,true,false,HS-004266,LEAD-004266,2026-04-01 05:30:00
OPP-00348,ACC-00498,USR-0025,Owens-Holmes - New Business #00348,Closed Lost,6,1649.00,USD,New Business,Paid,false,2026-01-24,2026-02-16,false,true,false,HS-004271,LEAD-004271,2026-04-01 05:30:00
OPP-00349,ACC-00224,USR-0027,Tran Inc - New Business #00349,Closed Lost,6,4167.16,USD,New Business,Paid,false,2025-12-13,2026-01-14,false,true,false,HS-004304,LEAD-004304,2026-04-01 05:30:00
OPP-00350,ACC-00199,USR-0026,"Walker, Hernandez and Baker - New Business #00350",Closed Lost,6,4576.25,USD,New Business,Event,false,2025-11-11,2026-01-07,false,true,false,HS-004327,LEAD-004327,2026-04-01 05:30:00
OPP-00351,ACC-00271,USR-0033,Parsons-Hall - New Business #00351,Proposal,3,,USD,New Business,Inbound,false,2026-02-20,,false,false,false,HS-004353,LEAD-004353,2026-04-01 05:30:00
OPP-00352,ACC-00907,USR-0030,Oconnor PLC - New Business #00352,Closed Won,5,36621.24,USD,New Business,Event,false,2025-10-31,2026-01-14,true,true,false,HS-004358,LEAD-004358,2026-04-01 05:30:00
OPP-00353,ACC-00772,USR-0025,"Marsh, Spears and Yang - New Business #00353",Closed Won,5,5182.47,USD,New Business,Event,false,2025-10-21,2025-11-21,true,true,false,HS-004377,LEAD-004377,2026-04-01 05:30:00
OPP-00354,ACC-01078,USR-0030,Rogers LLC - New Business #00354,Negotiation,4,21208.26,USD,New Business,Paid,false,2026-02-18,,false,false,false,HS-004392,LEAD-004392,2026-04-01 05:30:00
OPP-00355,ACC-00641,USR-0026,"Robinson, Shields and Brown - New Business #00355",Closed Lost,6,8703.24,USD,New Business,Inbound,false,2025-09-18,2025-10-24,false,true,false,HS-004398,LEAD-004398,2026-04-01 05:30:00
OPP-00356,ACC-00084,USR-0026,Scott Ltd - New Business #00356,Proposal,3,3247.69,USD,New Business,Outbound,false,2026-03-17,,false,false,false,HS-004419,LEAD-004419,2026-04-01 05:30:00
OPP-00357,ACC-00079,USR-0030,"Rivera, Johnson and Wiley - New Business #00357",Closed Lost,6,48825.42,USD,New Business,Outbound,false,2025-12-22,2026-01-22,false,true,false,HS-004423,LEAD-004423,2026-04-01 05:30:00
OPP-00358,ACC-00365,USR-0028,Atkins PLC - New Business #00358,Closed Lost,6,4664.07,USD,New Business,Referral,false,2025-10-24,2025-12-17,false,true,false,HS-004449,LEAD-004449,2026-04-01 05:30:00
OPP-00359,ACC-00058,USR-0024,Williams-Cook - New Business #00359,Closed Won,5,8563.06,USD,New Business,Content,false,2025-09-20,2025-10-19,true,true,false,HS-004476,LEAD-004476,2026-04-01 05:30:00
OPP-00360,ACC-01176,USR-0026,"Walsh, Wu and Hart - New Business #00360",Closed Won,5,3573.28,USD,New Business,Inbound,false,2026-02-02,2026-02-18,true,true,false,HS-004478,LEAD-004478,2026-04-01 05:30:00
OPP-00361,ACC-01016,USR-0023,Lopez-Williams - New Business #00361,Negotiation,4,8424.82,USD,New Business,Inbound,false,2026-03-04,,false,false,false,HS-004495,LEAD-004495,2026-04-01 05:30:00
OPP-00362,ACC-00164,USR-0033,Miller Ltd - New Business #00362,Closed Lost,6,44057.99,USD,New Business,Paid,false,2026-01-26,2026-03-05,false,true,false,HS-004507,LEAD-004507,2026-04-01 05:30:00
OPP-00363,ACC-00751,USR-0024,"Moore, Henderson and Bennett - New Business #00363",Negotiation,4,3634.16,USD,New Business,Inbound,false,2026-01-02,,false,false,false,HS-004516,LEAD-004516,2026-04-01 05:30:00
OPP-00364,ACC-01112,USR-0028,Perez LLC - New Business #00364,Closed Lost,6,16692.47,USD,New Business,Partner,true,2026-02-02,2026-02-16,false,true,false,HS-004536,LEAD-004536,2026-04-01 05:30:00
OPP-00365,ACC-00640,USR-0026,Morales and Sons - New Business #00365,Closed Lost,6,4513.10,USD,New Business,Outbound,false,2025-09-14,2025-10-18,false,true,false,HS-004566,LEAD-004566,2026-04-01 05:30:00
OPP-00366,ACC-00423,USR-0034,Spencer-Garcia - New Business #00366,Closed Won,5,19524.68,USD,New Business,Outbound,false,2025-09-20,2025-10-18,true,true,false,HS-004582,LEAD-004582,2026-04-01 05:30:00
OPP-00367,ACC-00574,USR-0034,Gilbert PLC - New Business #00367,Discovery,1,25185.90,USD,New Business,Outbound,false,2026-03-21,,false,false,false,HS-004595,LEAD-004595,2026-04-01 05:30:00
OPP-00368,ACC-00508,USR-0025,"Morgan, Bradshaw and Williams - New Business #00368",Closed Lost,6,5025.39,USD,New Business,Partner,true,2025-09-15,2025-09-28,false,true,false,HS-004604,LEAD-004604,2026-04-01 05:30:00
OPP-00369,ACC-00431,USR-0026,Combs Ltd - New Business #00369,Closed Won,5,9600.16,USD,New Business,Content,false,2025-11-15,2025-12-07,true,true,false,HS-004637,LEAD-004637,2026-04-01 05:30:00
OPP-00370,ACC-00566,USR-0025,Stewart-Bailey - New Business #00370,Discovery,1,15904.99,USD,New Business,Outbound,false,2026-03-26,,false,false,false,HS-004646,LEAD-004646,2026-04-01 05:30:00
OPP-00371,ACC-00823,USR-0034,Schultz Inc - New Business #00371,Closed Won,5,36445.43,USD,New Business,Referral,false,2025-12-28,2026-03-06,true,true,false,HS-004667,LEAD-004667,2026-04-01 05:30:00
OPP-00372,ACC-00082,USR-0023,Chandler-Edwards - New Business #00372,Closed Lost,6,,USD,New Business,Inbound,false,2025-12-29,2026-02-09,false,true,false,HS-004674,LEAD-004674,2026-04-01 05:30:00
