hs_contact_id,sf_lead_id,match_confidence
HS-001810,,low
HS-001811,LEAD-001811,high
HS-001812,LEAD-001812,high
HS-001813,LEAD-001813,high
HS-001814,LEAD-001814,high
HS-001815,LEAD-001815,high
HS-001816,LEAD-001816,high
HS-001817,LEAD-001817,high
HS-001818,LEAD-001818,high
HS-001819,LEAD-001819,high
HS-001820,,low
HS-001821,LEAD-001821,high
HS-001822,,low
HS-001823,LEAD-001823,high
HS-001824,LEAD-001824,high
HS-001825,LEAD-001825,high
HS-001826,LEAD-001826,high
HS-001827,LEAD-001827,high
HS-001828,LEAD-001828,high
HS-001829,LEAD-001829,high
HS-001830,LEAD-001830,high
HS-001831,LEAD-001831,high
HS-001832,LEAD-001832,high
HS-001833,LEAD-001833,high
HS-001834,LEAD-001834,high
HS-001835,LEAD-001835,high
HS-001836,LEAD-001836,high
HS-001837,LEAD-001837,high
HS-001838,LEAD-001838,high
HS-001839,LEAD-001839,high
HS-001840,LEAD-001840,high
HS-001841,LEAD-001841,high
HS-001842,LEAD-001842,high
HS-001843,LEAD-001843,high
HS-001844,,low
HS-001845,LEAD-001845,high
HS-001846,LEAD-001846,high
HS-001847,LEAD-001847,high
HS-001848,LEAD-001848,high
HS-001849,LEAD-001849,high
HS-001850,LEAD-001850,high
HS-001851,LEAD-001851,high
HS-001852,LEAD-001852,high
HS-001853,LEAD-001853,high
HS-001854,LEAD-001854,high
HS-001855,LEAD-001855,high
HS-001856,LEAD-001856,high
HS-001857,LEAD-001857,high
HS-001858,LEAD-001858,high
HS-001859,LEAD-001859,high
HS-001860,LEAD-001860,high
HS-001861,LEAD-001861,high
HS-001862,LEAD-001862,high
HS-001863,LEAD-001863,high
HS-001864,LEAD-001864,high
HS-001865,LEAD-001865,high
HS-001866,LEAD-001866,high
HS-001867,LEAD-001867,high
HS-001868,LEAD-001868,high
HS-001869,LEAD-001869,high
HS-001870,LEAD-001870,high
HS-001871,LEAD-001871,high
HS-001872,LEAD-001872,high
HS-001873,LEAD-001873,high
HS-001874,LEAD-001874,high
HS-001875,LEAD-001875,high
HS-001876,LEAD-001876,high
HS-001877,LEAD-001877,high
HS-001878,LEAD-001878,high
HS-001879,LEAD-001879,high
HS-001880,LEAD-001880,high
HS-001881,LEAD-001881,high
HS-001882,LEAD-001882,high
HS-001883,LEAD-001883,high
HS-001884,LEAD-001884,high
HS-001885,LEAD-001885,high
HS-001886,,low
HS-001887,LEAD-001887,high
HS-001888,,low
HS-001889,LEAD-001889,high
HS-001890,LEAD-001890,high
HS-001891,LEAD-001891,high
HS-001892,LEAD-001892,high
HS-001893,LEAD-001893,high
HS-001894,LEAD-001894,high
HS-001895,LEAD-001895,high
HS-001896,LEAD-001896,high
HS-001897,LEAD-001897,high
HS-001898,LEAD-001898,high
HS-001899,LEAD-001899,high
HS-001900,LEAD-001900,high
HS-001901,,low
HS-001902,LEAD-001902,high
HS-001903,LEAD-001903,high
HS-001904,LEAD-001904,high
HS-001905,LEAD-001905,high
HS-001906,LEAD-001906,high
HS-001907,LEAD-001907,high
HS-001908,LEAD-001908,high
HS-001909,LEAD-001909,high
HS-001910,LEAD-001910,high
HS-001911,LEAD-001911,high
HS-001912,LEAD-001912,high
HS-001913,LEAD-001913,high
HS-001914,LEAD-001914,high
HS-001915,LEAD-001915,high
HS-001916,LEAD-001916,high
HS-001917,LEAD-001917,high
HS-001918,,low
HS-001919,,low
HS-001920,LEAD-001920,high
HS-001921,LEAD-001921,high
HS-001922,LEAD-001922,high
HS-001923,LEAD-001923,high
HS-001924,LEAD-001924,high
HS-001925,LEAD-001925,high
HS-001926,,low
HS-001927,LEAD-001927,high
HS-001928,,low
HS-001929,LEAD-001929,high
HS-001930,LEAD-001930,high
HS-001931,LEAD-001931,high
HS-001932,,low
HS-001933,LEAD-001933,high
HS-001934,LEAD-001934,high
HS-001935,LEAD-001935,high
HS-001936,LEAD-001936,high
HS-001937,LEAD-001937,high
HS-001938,LEAD-001938,high
HS-001939,LEAD-001939,high
HS-001940,LEAD-001940,high
HS-001941,LEAD-001941,high
HS-001942,LEAD-001942,high
HS-001943,LEAD-001943,high
HS-001944,,low
HS-001945,LEAD-001945,high
HS-001946,LEAD-001946,high
HS-001947,LEAD-001947,high
HS-001948,LEAD-001948,high
HS-001949,LEAD-001949,high
HS-001950,LEAD-001950,high
HS-001951,LEAD-001951,high
HS-001952,LEAD-001952,high
HS-001953,LEAD-001953,high
HS-001954,LEAD-001954,high
HS-001955,LEAD-001955,high
HS-001956,LEAD-001956,high
HS-001957,,low
HS-001958,LEAD-001958,high
HS-001959,LEAD-001959,high
HS-001960,,low
HS-001961,LEAD-001961,high
HS-001962,LEAD-001962,high
HS-001963,LEAD-001963,high
HS-001964,LEAD-001964,high
HS-001965,LEAD-001965,high
HS-001966,LEAD-001966,high
HS-001967,LEAD-001967,high
HS-001968,LEAD-001968,high
HS-001969,LEAD-001969,high
HS-001970,,low
HS-001971,LEAD-001971,high
HS-001972,LEAD-001972,high
HS-001973,LEAD-001973,high
HS-001974,LEAD-001974,high
HS-001975,LEAD-001975,high
HS-001976,LEAD-001976,high
HS-001977,LEAD-001977,high
HS-001978,LEAD-001978,high
HS-001979,LEAD-001979,high
HS-001980,LEAD-001980,high
HS-001981,LEAD-001981,high
HS-001982,LEAD-001982,high
HS-001983,LEAD-001983,high
HS-001984,LEAD-001984,high
HS-001985,LEAD-001985,high
HS-001986,LEAD-001986,high
HS-001987,LEAD-001987,high
HS-001988,LEAD-001988,high
HS-001989,LEAD-001989,high
HS-001990,LEAD-001990,high
HS-001991,LEAD-001991,high
HS-001992,LEAD-001992,high
HS-001993,LEAD-001993,high
HS-001994,LEAD-001994,high
HS-001995,LEAD-001995,high
HS-001996,LEAD-001996,high
HS-001997,LEAD-001997,high
HS-001998,LEAD-001998,high
HS-001999,,low
HS-002000,LEAD-002000,high
HS-002001,LEAD-002001,high
HS-002002,LEAD-002002,high
HS-002003,LEAD-002003,high
HS-002004,LEAD-002004,high
HS-002005,,low
HS-002006,LEAD-002006,high
HS-002007,LEAD-002007,high
HS-002008,LEAD-002008,high
HS-002009,LEAD-002009,high
HS-002010,LEAD-002010,high
HS-002011,LEAD-002011,high
HS-002012,LEAD-002012,high
HS-002013,LEAD-002013,high
HS-002014,LEAD-002014,high
HS-002015,LEAD-002015,high
HS-002016,LEAD-002016,high
HS-002017,LEAD-002017,high
HS-002018,LEAD-002018,high
HS-002019,,low
HS-002020,LEAD-002020,high
HS-002021,LEAD-002021,high
HS-002022,,low
HS-002023,LEAD-002023,high
HS-002024,LEAD-002024,high
HS-002025,LEAD-002025,high
HS-002026,LEAD-002026,high
HS-002027,LEAD-002027,high
HS-002028,LEAD-002028,high
HS-002029,LEAD-002029,high
HS-002030,LEAD-002030,high
HS-002031,LEAD-002031,high
HS-002032,LEAD-002032,high
HS-002033,LEAD-002033,high
HS-002034,LEAD-002034,high
HS-002035,LEAD-002035,high
HS-002036,LEAD-002036,high
HS-002037,LEAD-002037,high
HS-002038,LEAD-002038,high
HS-002039,LEAD-002039,high
HS-002040,LEAD-002040,high
HS-002041,LEAD-002041,high
HS-002042,,low
HS-002043,LEAD-002043,high
HS-002044,LEAD-002044,high
HS-002045,LEAD-002045,high
HS-002046,LEAD-002046,high
HS-002047,LEAD-002047,high
HS-002048,LEAD-002048,high
HS-002049,LEAD-002049,high
HS-002050,LEAD-002050,high
HS-002051,LEAD-002051,high
HS-002052,LEAD-002052,high
HS-002053,LEAD-002053,high
HS-002054,LEAD-002054,high
HS-002055,LEAD-002055,high
HS-002056,LEAD-002056,high
HS-002057,LEAD-002057,high
HS-002058,LEAD-002058,high
HS-002059,LEAD-002059,high
HS-002060,LEAD-002060,high
HS-002061,LEAD-002061,high
HS-002062,LEAD-002062,high
HS-002063,LEAD-002063,high
HS-002064,,low
HS-002065,LEAD-002065,high
HS-002066,LEAD-002066,high
HS-002067,LEAD-002067,high
HS-002068,LEAD-002068,high
HS-002069,LEAD-002069,high
HS-002070,LEAD-002070,high
HS-002071,LEAD-002071,high
HS-002072,LEAD-002072,high
HS-002073,LEAD-002073,high
HS-002074,LEAD-002074,high
HS-002075,LEAD-002075,high
HS-002076,LEAD-002076,high
HS-002077,LEAD-002077,high
HS-002078,LEAD-002078,high
HS-002079,LEAD-002079,high
HS-002080,LEAD-002080,high
HS-002081,LEAD-002081,high
HS-002082,LEAD-002082,high
HS-002083,LEAD-002083,high
HS-002084,LEAD-002084,high
HS-002085,LEAD-002085,high
HS-002086,LEAD-002086,high
HS-002087,LEAD-002087,high
HS-002088,LEAD-002088,high
HS-002089,LEAD-002089,high
HS-002090,LEAD-002090,high
HS-002091,LEAD-002091,high
HS-002092,LEAD-002092,high
HS-002093,LEAD-002093,high
HS-002094,LEAD-002094,high
HS-002095,LEAD-002095,high
HS-002096,LEAD-002096,high
HS-002097,LEAD-002097,high
HS-002098,LEAD-002098,high
HS-002099,LEAD-002099,high
HS-002100,,low
HS-002101,LEAD-002101,high
HS-002102,LEAD-002102,high
HS-002103,LEAD-002103,high
HS-002104,,low
HS-002105,LEAD-002105,high
HS-002106,LEAD-002106,high
HS-002107,LEAD-002107,high
HS-002108,LEAD-002108,high
HS-002109,LEAD-002109,high
HS-002110,LEAD-002110,high
HS-002111,LEAD-002111,high
HS-002112,LEAD-002112,high
HS-002113,,low
HS-002114,LEAD-002114,high
HS-002115,LEAD-002115,high
HS-002116,LEAD-002116,high
HS-002117,LEAD-002117,high
HS-002118,LEAD-002118,high
HS-002119,LEAD-002119,high
HS-002120,LEAD-002120,high
HS-002121,LEAD-002121,high
HS-002122,LEAD-002122,high
HS-002123,LEAD-002123,high
HS-002124,,low
HS-002125,LEAD-002125,high
HS-002126,LEAD-002126,high
HS-002127,LEAD-002127,high
HS-002128,LEAD-002128,high
HS-002129,LEAD-002129,high
HS-002130,LEAD-002130,high
HS-002131,LEAD-002131,high
HS-002132,LEAD-002132,high
HS-002133,LEAD-002133,high
HS-002134,LEAD-002134,high
HS-002135,LEAD-002135,high
HS-002136,LEAD-002136,high
HS-002137,LEAD-002137,high
HS-002138,LEAD-002138,high
HS-002139,LEAD-002139,high
HS-002140,LEAD-002140,high
HS-002141,,low
HS-002142,LEAD-002142,high
HS-002143,LEAD-002143,high
HS-002144,LEAD-002144,high
HS-002145,LEAD-002145,high
HS-002146,LEAD-002146,high
HS-002147,LEAD-002147,high
HS-002148,LEAD-002148,high
HS-002149,LEAD-002149,high
HS-002150,LEAD-002150,high
HS-002151,LEAD-002151,high
HS-002152,LEAD-002152,high
HS-002153,LEAD-002153,high
HS-002154,LEAD-002154,high
HS-002155,LEAD-002155,high
HS-002156,LEAD-002156,high
HS-002157,LEAD-002157,high
HS-002158,LEAD-002158,high
HS-002159,LEAD-002159,high
HS-002160,LEAD-002160,high
HS-002161,LEAD-002161,high
HS-002162,LEAD-002162,high
HS-002163,LEAD-002163,high
HS-002164,LEAD-002164,high
HS-002165,LEAD-002165,high
HS-002166,LEAD-002166,high
HS-002167,LEAD-002167,high
HS-002168,LEAD-002168,high
HS-002169,LEAD-002169,high
HS-002170,LEAD-002170,high
HS-002171,,low
HS-002172,LEAD-002172,high
HS-002173,LEAD-002173,high
HS-002174,LEAD-002174,high
HS-002175,LEAD-002175,high
HS-002176,LEAD-002176,high
HS-002177,LEAD-002177,high
HS-002178,,low
HS-002179,LEAD-002179,high
HS-002180,LEAD-002180,high
HS-002181,LEAD-002181,high
HS-002182,LEAD-002182,high
HS-002183,LEAD-002183,high
HS-002184,LEAD-002184,high
HS-002185,LEAD-002185,high
HS-002186,LEAD-002186,high
HS-002187,LEAD-002187,high
HS-002188,LEAD-002188,high
HS-002189,LEAD-002189,high
HS-002190,LEAD-002190,high
HS-002191,LEAD-002191,high
HS-002192,LEAD-002192,high
HS-002193,LEAD-002193,high
HS-002194,LEAD-002194,high
HS-002195,LEAD-002195,high
HS-002196,LEAD-002196,high
HS-002197,LEAD-002197,high
HS-002198,LEAD-002198,high
HS-002199,LEAD-002199,high
HS-002200,LEAD-002200,high
HS-002201,,low
HS-002202,LEAD-002202,high
HS-002203,LEAD-002203,high
HS-002204,LEAD-002204,high
HS-002205,LEAD-002205,high
HS-002206,LEAD-002206,high
HS-002207,LEAD-002207,high
HS-002208,LEAD-002208,high
HS-002209,LEAD-002209,high
HS-002210,LEAD-002210,high
HS-002211,LEAD-002211,high
HS-002212,LEAD-002212,high
HS-002213,LEAD-002213,high
HS-002214,LEAD-002214,high
HS-002215,LEAD-002215,high
HS-002216,LEAD-002216,high
HS-002217,,low
HS-002218,LEAD-002218,high
HS-002219,LEAD-002219,high
HS-002220,LEAD-002220,high
HS-002221,LEAD-002221,high
HS-002222,LEAD-002222,high
HS-002223,LEAD-002223,high
HS-002224,,low
HS-002225,,low
HS-002226,LEAD-002226,high
HS-002227,LEAD-002227,high
HS-002228,LEAD-002228,high
HS-002229,LEAD-002229,high
HS-002230,LEAD-002230,high
HS-002231,LEAD-002231,high
HS-002232,LEAD-002232,high
HS-002233,LEAD-002233,high
HS-002234,LEAD-002234,high
HS-002235,LEAD-002235,high
HS-002236,,low
HS-002237,LEAD-002237,high
HS-002238,LEAD-002238,high
HS-002239,LEAD-002239,high
HS-002240,LEAD-002240,high
HS-002241,LEAD-002241,high
HS-002242,LEAD-002242,high
HS-002243,,low
HS-002244,LEAD-002244,high
HS-002245,LEAD-002245,high
HS-002246,LEAD-002246,high
HS-002247,LEAD-002247,high
HS-002248,,low
HS-002249,LEAD-002249,high
HS-002250,LEAD-002250,high
HS-002251,LEAD-002251,high
HS-002252,LEAD-002252,high
HS-002253,LEAD-002253,high
HS-002254,LEAD-002254,high
HS-002255,LEAD-002255,high
HS-002256,,low
HS-002257,LEAD-002257,high
HS-002258,LEAD-002258,high
HS-002259,LEAD-002259,high
HS-002260,LEAD-002260,high
HS-002261,LEAD-002261,high
HS-002262,LEAD-002262,high
HS-002263,LEAD-002263,high
HS-002264,LEAD-002264,high
HS-002265,LEAD-002265,high
HS-002266,LEAD-002266,high
HS-002267,,low
HS-002268,LEAD-002268,high
HS-002269,LEAD-002269,high
HS-002270,LEAD-002270,high
HS-002271,LEAD-002271,high
HS-002272,LEAD-002272,high
HS-002273,,low
HS-002274,LEAD-002274,high
HS-002275,LEAD-002275,high
HS-002276,LEAD-002276,high
HS-002277,LEAD-002277,high
HS-002278,LEAD-002278,high
HS-002279,LEAD-002279,high
HS-002280,LEAD-002280,high
HS-002281,LEAD-002281,high
HS-002282,LEAD-002282,high
HS-002283,LEAD-002283,high
HS-002284,LEAD-002284,high
HS-002285,LEAD-002285,high
HS-002286,LEAD-002286,high
HS-002287,LEAD-002287,high
HS-002288,LEAD-002288,high
HS-002289,LEAD-002289,high
HS-002290,LEAD-002290,high
HS-002291,LEAD-002291,high
HS-002292,LEAD-002292,high
HS-002293,LEAD-002293,high
HS-002294,LEAD-002294,high
HS-002295,LEAD-002295,high
HS-002296,LEAD-002296,high
HS-002297,LEAD-002297,high
HS-002298,,low
HS-002299,LEAD-002299,high
HS-002300,LEAD-002300,high
HS-002301,LEAD-002301,high
HS-002302,LEAD-002302,high
HS-002303,LEAD-002303,high
HS-002304,LEAD-002304,high
HS-002305,,low
HS-002306,LEAD-002306,high
HS-002307,,low
HS-002308,LEAD-002308,high
HS-002309,LEAD-002309,high
HS-002310,LEAD-002310,high
HS-002311,LEAD-002311,high
HS-002312,LEAD-002312,high
HS-002313,,low
HS-002314,LEAD-002314,high
HS-002315,LEAD-002315,high
HS-002316,LEAD-002316,high
HS-002317,LEAD-002317,high
HS-002318,LEAD-002318,high
HS-002319,LEAD-002319,high
HS-002320,LEAD-002320,high
HS-002321,LEAD-002321,high
HS-002322,LEAD-002322,high
HS-002323,LEAD-002323,high
HS-002324,,low
HS-002325,LEAD-002325,high
HS-002326,LEAD-002326,high
HS-002327,LEAD-002327,high
HS-002328,LEAD-002328,high
HS-002329,LEAD-002329,high
HS-002330,LEAD-002330,high
HS-002331,LEAD-002331,high
HS-002332,LEAD-002332,high
HS-002333,LEAD-002333,high
HS-002334,LEAD-002334,high
HS-002335,LEAD-002335,high
HS-002336,LEAD-002336,high
HS-002337,LEAD-002337,high
HS-002338,LEAD-002338,high
HS-002339,LEAD-002339,high
HS-002340,LEAD-002340,high
HS-002341,LEAD-002341,high
HS-002342,,low
HS-002343,LEAD-002343,high
HS-002344,LEAD-002344,high
HS-002345,LEAD-002345,high
HS-002346,,low
HS-002347,LEAD-002347,high
HS-002348,LEAD-002348,high
HS-002349,LEAD-002349,high
HS-002350,LEAD-002350,high
HS-002351,LEAD-002351,high
HS-002352,LEAD-002352,high
HS-002353,LEAD-002353,high
HS-002354,LEAD-002354,high
HS-002355,LEAD-002355,high
HS-002356,LEAD-002356,high
HS-002357,LEAD-002357,high
HS-002358,,low
HS-002359,LEAD-002359,high
HS-002360,LEAD-002360,high
HS-002361,LEAD-002361,high
HS-002362,LEAD-002362,high
HS-002363,LEAD-002363,high
HS-002364,LEAD-002364,high
HS-002365,LEAD-002365,high
HS-002366,LEAD-002366,high
HS-002367,LEAD-002367,high
HS-002368,LEAD-002368,high
HS-002369,LEAD-002369,high
HS-002370,LEAD-002370,high
HS-002371,LEAD-002371,high
HS-002372,LEAD-002372,high
HS-002373,,low
HS-002374,LEAD-002374,high
HS-002375,LEAD-002375,high
HS-002376,LEAD-002376,high
HS-002377,LEAD-002377,high
HS-002378,LEAD-002378,high
HS-002379,LEAD-002379,high
HS-002380,LEAD-002380,high
HS-002381,LEAD-002381,high
HS-002382,LEAD-002382,high
HS-002383,LEAD-002383,high
HS-002384,,low
HS-002385,,low
HS-002386,LEAD-002386,high
HS-002387,LEAD-002387,high
HS-002388,,low
HS-002389,LEAD-002389,high
HS-002390,LEAD-002390,high
HS-002391,LEAD-002391,high
HS-002392,LEAD-002392,high
HS-002393,LEAD-002393,high
HS-002394,,low
HS-002395,,low
HS-002396,LEAD-002396,high
HS-002397,LEAD-002397,high
HS-002398,LEAD-002398,high
HS-002399,LEAD-002399,high
HS-002400,LEAD-002400,high
HS-002401,LEAD-002401,high
HS-002402,,low
HS-002403,LEAD-002403,high
HS-002404,LEAD-002404,high
HS-002405,LEAD-002405,high
HS-002406,LEAD-002406,high
HS-002407,LEAD-002407,high
HS-002408,LEAD-002408,high
HS-002409,LEAD-002409,high
HS-002410,LEAD-002410,high
HS-002411,LEAD-002411,high
HS-002412,,low
HS-002413,LEAD-002413,high
HS-002414,,low
HS-002415,LEAD-002415,high
HS-002416,LEAD-002416,high
HS-002417,LEAD-002417,high
HS-002418,LEAD-002418,high
HS-002419,LEAD-002419,high
HS-002420,LEAD-002420,high
HS-002421,,low
HS-002422,LEAD-002422,high
HS-002423,LEAD-002423,high
HS-002424,LEAD-002424,high
HS-002425,LEAD-002425,high
HS-002426,LEAD-002426,high
HS-002427,LEAD-002427,high
HS-002428,LEAD-002428,high
HS-002429,LEAD-002429,high
HS-002430,LEAD-002430,high
HS-002431,LEAD-002431,high
HS-002432,LEAD-002432,high
HS-002433,LEAD-002433,high
HS-002434,LEAD-002434,high
HS-002435,LEAD-002435,high
HS-002436,LEAD-002436,high
HS-002437,LEAD-002437,high
HS-002438,LEAD-002438,high
HS-002439,LEAD-002439,high
HS-002440,LEAD-002440,high
HS-002441,LEAD-002441,high
HS-002442,,low
HS-002443,LEAD-002443,high
HS-002444,LEAD-002444,high
HS-002445,LEAD-002445,high
HS-002446,LEAD-002446,high
HS-002447,LEAD-002447,high
HS-002448,LEAD-002448,high
HS-002449,LEAD-002449,high
HS-002450,LEAD-002450,high
HS-002451,LEAD-002451,high
HS-002452,LEAD-002452,high
HS-002453,LEAD-002453,high
HS-002454,LEAD-002454,high
HS-002455,LEAD-002455,high
HS-002456,LEAD-002456,high
HS-002457,LEAD-002457,high
HS-002458,LEAD-002458,high
HS-002459,LEAD-002459,high
HS-002460,,low
HS-002461,LEAD-002461,high
HS-002462,LEAD-002462,high
HS-002463,LEAD-002463,high
HS-002464,LEAD-002464,high
HS-002465,LEAD-002465,high
HS-002466,LEAD-002466,high
HS-002467,LEAD-002467,high
HS-002468,LEAD-002468,high
HS-002469,LEAD-002469,high
HS-002470,LEAD-002470,high
HS-002471,LEAD-002471,high
HS-002472,LEAD-002472,high
HS-002473,LEAD-002473,high
HS-002474,LEAD-002474,high
HS-002475,,low
HS-002476,LEAD-002476,high
HS-002477,LEAD-002477,high
HS-002478,LEAD-002478,high
HS-002479,LEAD-002479,high
HS-002480,LEAD-002480,high
HS-002481,LEAD-002481,high
HS-002482,LEAD-002482,high
HS-002483,LEAD-002483,high
HS-002484,LEAD-002484,high
HS-002485,LEAD-002485,high
HS-002486,LEAD-002486,high
HS-002487,LEAD-002487,high
HS-002488,LEAD-002488,high
HS-002489,LEAD-002489,high
HS-002490,LEAD-002490,high
HS-002491,LEAD-002491,high
HS-002492,LEAD-002492,high
HS-002493,LEAD-002493,high
HS-002494,LEAD-002494,high
HS-002495,LEAD-002495,high
HS-002496,LEAD-002496,high
HS-002497,LEAD-002497,high
HS-002498,LEAD-002498,high
HS-002499,LEAD-002499,high
HS-002500,LEAD-002500,high
HS-002501,LEAD-002501,high
HS-002502,LEAD-002502,high
HS-002503,LEAD-002503,high
HS-002504,LEAD-002504,high
HS-002505,LEAD-002505,high
HS-002506,LEAD-002506,high
HS-002507,LEAD-002507,high
HS-002508,LEAD-002508,high
HS-002509,LEAD-002509,high
HS-002510,LEAD-002510,high
HS-002511,LEAD-002511,high
HS-002512,LEAD-002512,high
HS-002513,LEAD-002513,high
HS-002514,LEAD-002514,high
HS-002515,LEAD-002515,high
HS-002516,LEAD-002516,high
HS-002517,LEAD-002517,high
HS-002518,LEAD-002518,high
HS-002519,LEAD-002519,high
HS-002520,,low
HS-002521,LEAD-002521,high
HS-002522,LEAD-002522,high
HS-002523,LEAD-002523,high
HS-002524,LEAD-002524,high
HS-002525,LEAD-002525,high
HS-002526,LEAD-002526,high
HS-002527,LEAD-002527,high
HS-002528,,low
HS-002529,LEAD-002529,high
HS-002530,LEAD-002530,high
HS-002531,LEAD-002531,high
HS-002532,LEAD-002532,high
HS-002533,LEAD-002533,high
HS-002534,LEAD-002534,high
HS-002535,LEAD-002535,high
HS-002536,LEAD-002536,high
HS-002537,LEAD-002537,high
HS-002538,LEAD-002538,high
HS-002539,LEAD-002539,high
HS-002540,LEAD-002540,high
HS-002541,LEAD-002541,high
HS-002542,LEAD-002542,high
HS-002543,LEAD-002543,high
HS-002544,LEAD-002544,high
HS-002545,LEAD-002545,high
HS-002546,LEAD-002546,high
HS-002547,LEAD-002547,high
HS-002548,LEAD-002548,high
HS-002549,LEAD-002549,high
HS-002550,LEAD-002550,high
HS-002551,,low
HS-002552,LEAD-002552,high
HS-002553,LEAD-002553,high
HS-002554,LEAD-002554,high
HS-002555,LEAD-002555,high
HS-002556,LEAD-002556,high
HS-002557,,low
HS-002558,LEAD-002558,high
HS-002559,,low
HS-002560,LEAD-002560,high
HS-002561,LEAD-002561,high
HS-002562,LEAD-002562,high
HS-002563,LEAD-002563,high
HS-002564,,low
HS-002565,LEAD-002565,high
HS-002566,LEAD-002566,high
HS-002567,LEAD-002567,high
HS-002568,,low
HS-002569,LEAD-002569,high
HS-002570,LEAD-002570,high
HS-002571,LEAD-002571,high
HS-002572,LEAD-002572,high
HS-002573,LEAD-002573,high
HS-002574,LEAD-002574,high
HS-002575,LEAD-002575,high
HS-002576,LEAD-002576,high
HS-002577,LEAD-002577,high
HS-002578,LEAD-002578,high
HS-002579,LEAD-002579,high
HS-002580,LEAD-002580,high
HS-002581,LEAD-002581,high
HS-002582,LEAD-002582,high
HS-002583,LEAD-002583,high
HS-002584,,low
HS-002585,LEAD-002585,high
HS-002586,LEAD-002586,high
HS-002587,LEAD-002587,high
HS-002588,LEAD-002588,high
HS-002589,LEAD-002589,high
HS-002590,LEAD-002590,high
HS-002591,LEAD-002591,high
HS-002592,LEAD-002592,high
HS-002593,LEAD-002593,high
HS-002594,LEAD-002594,high
HS-002595,LEAD-002595,high
HS-002596,LEAD-002596,high
HS-002597,LEAD-002597,high
HS-002598,LEAD-002598,high
HS-002599,LEAD-002599,high
HS-002600,LEAD-002600,high
HS-002601,LEAD-002601,high
HS-002602,LEAD-002602,high
HS-002603,LEAD-002603,high
HS-002604,LEAD-002604,high
HS-002605,LEAD-002605,high
HS-002606,LEAD-002606,high
HS-002607,LEAD-002607,high
HS-002608,LEAD-002608,high
HS-002609,LEAD-002609,high
HS-002610,LEAD-002610,high
HS-002611,LEAD-002611,high
HS-002612,LEAD-002612,high
HS-002613,LEAD-002613,high
HS-002614,LEAD-002614,high
HS-002615,LEAD-002615,high
HS-002616,LEAD-002616,high
HS-002617,LEAD-002617,high
HS-002618,LEAD-002618,high
HS-002619,LEAD-002619,high
HS-002620,LEAD-002620,high
HS-002621,LEAD-002621,high
HS-002622,LEAD-002622,high
HS-002623,LEAD-002623,high
HS-002624,LEAD-002624,high
HS-002625,LEAD-002625,high
HS-002626,LEAD-002626,high
HS-002627,LEAD-002627,high
HS-002628,,low
HS-002629,LEAD-002629,high
HS-002630,LEAD-002630,high
HS-002631,LEAD-002631,high
HS-002632,LEAD-002632,high
HS-002633,LEAD-002633,high
HS-002634,LEAD-002634,high
HS-002635,LEAD-002635,high
HS-002636,LEAD-002636,high
HS-002637,LEAD-002637,high
HS-002638,LEAD-002638,high
HS-002639,LEAD-002639,high
HS-002640,LEAD-002640,high
HS-002641,LEAD-002641,high
HS-002642,,low
HS-002643,LEAD-002643,high
HS-002644,LEAD-002644,high
HS-002645,,low
HS-002646,LEAD-002646,high
HS-002647,LEAD-002647,high
HS-002648,LEAD-002648,high
HS-002649,LEAD-002649,high
HS-002650,LEAD-002650,high
HS-002651,LEAD-002651,high
HS-002652,,low
HS-002653,LEAD-002653,high
HS-002654,LEAD-002654,high
HS-002655,LEAD-002655,high
HS-002656,,low
HS-002657,LEAD-002657,high
HS-002658,LEAD-002658,high
HS-002659,LEAD-002659,high
HS-002660,LEAD-002660,high
HS-002661,LEAD-002661,high
HS-002662,LEAD-002662,high
HS-002663,LEAD-002663,high
HS-002664,LEAD-002664,high
HS-002665,LEAD-002665,high
HS-002666,LEAD-002666,high
HS-002667,LEAD-002667,high
HS-002668,LEAD-002668,high
HS-002669,LEAD-002669,high
HS-002670,LEAD-002670,high
HS-002671,LEAD-002671,high
HS-002672,LEAD-002672,high
HS-002673,LEAD-002673,high
HS-002674,LEAD-002674,high
HS-002675,LEAD-002675,high
HS-002676,LEAD-002676,high
HS-002677,LEAD-002677,high
HS-002678,,low
HS-002679,LEAD-002679,high
HS-002680,LEAD-002680,high
HS-002681,LEAD-002681,high
HS-002682,LEAD-002682,high
HS-002683,LEAD-002683,high
HS-002684,LEAD-002684,high
HS-002685,LEAD-002685,high
HS-002686,LEAD-002686,high
HS-002687,LEAD-002687,high
HS-002688,LEAD-002688,high
HS-002689,LEAD-002689,high
HS-002690,LEAD-002690,high
HS-002691,LEAD-002691,high
HS-002692,LEAD-002692,high
HS-002693,LEAD-002693,high
HS-002694,LEAD-002694,high
HS-002695,LEAD-002695,high
HS-002696,LEAD-002696,high
HS-002697,LEAD-002697,high
HS-002698,LEAD-002698,high
HS-002699,LEAD-002699,high
HS-002700,LEAD-002700,high
HS-002701,LEAD-002701,high
HS-002702,LEAD-002702,high
HS-002703,LEAD-002703,high
HS-002704,LEAD-002704,high
HS-002705,LEAD-002705,high
HS-002706,LEAD-002706,high
HS-002707,LEAD-002707,high
HS-002708,LEAD-002708,high
HS-002709,LEAD-002709,high
HS-002710,LEAD-002710,high
HS-002711,LEAD-002711,high
HS-002712,LEAD-002712,high
HS-002713,LEAD-002713,high
HS-002714,LEAD-002714,high
HS-002715,LEAD-002715,high
